starid,Teff,Prot,ref,source,source_id,ra,dec,angular_distance
KIC7094415,6003.100000,3.57,santos21,kepler,Gaia DR3 2105151801795163776,282.820968,42.682199,0.000062
KIC7094783,5865.100000,21.4,santos21,kepler,Gaia DR3 2104963201191600000,282.983906,42.619877,0.000040
KIC7094821,6684.300000,4.19,santos21,kepler,Gaia DR3 2104964541221405696,283.003480,42.652354,0.000040
KIC7094920,5106.800000,10.04,santos21,kepler,Gaia DR3 2104961483204259968,283.049926,42.607399,0.000016
KIC7094950,5967.800000,18.99,santos21,kepler,Gaia DR3 2104962170399470208,283.067649,42.681391,0.000080
KIC7095058,4953.100000,9.04,santos21,kepler,Gaia DR3 2104961826801687808,283.122464,42.650913,0.000021
KIC7095060,6066.700000,7.44,santos21,kepler,Gaia DR3 2104967736676699648,283.123726,42.677433,0.000040
KIC7097146,6015.000000,20.66,santos21,kepler,Gaia DR3 2104917502739518976,284.111443,42.612051,0.000032
KIC7097201,5955.000000,9.69,santos21,kepler,Gaia DR3 2104917571460363008,284.142587,42.621503,0.000024
KIC7097538,5875.100000,47.68,santos21,kepler,Gaia DR3 2105011201745628416,284.300939,42.683779,0.000188
KIC7097873,5860.700000,7.1,santos21,kepler,Gaia DR3 2104260956859374080,284.451463,42.661691,0.000041
KIC7097965,6091.800000,9.28,santos21,kepler,Gaia DR3 2104257967562692096,284.490317,42.648263,0.000027
KIC7098274,4955.700000,33.06,santos21,kepler,Gaia DR3 2104257138628738432,284.622020,42.622659,0.000050
KIC7098311,5219.900000,18.34,santos21,kepler,Gaia DR3 2104263568200026368,284.639813,42.678951,0.000032
KIC7098331,5413.500000,35.19,santos21,kepler,Gaia DR3 2104263529539926016,284.647951,42.693690,0.000241
KIC7098363,5996.400000,17.34,santos21,kepler,Gaia DR3 2104251748450024192,284.662532,42.665315,0.000015
KIC7098423,5857.900000,21.49,santos21,kepler,Gaia DR3 2104251679731350016,284.694630,42.644600,0.000074
KIC7100622,5328.300000,12.34,santos21,kepler,Gaia DR3 2105714305072376832,285.704724,42.618677,0.000044
KIC7100708,6363.400000,2.78,santos21,kepler,Gaia DR3 2105526597822319104,285.739654,42.614765,0.000027
KIC7100739,5667.800000,48.74,santos21,kepler,Gaia DR3 2105526735261280000,285.752948,42.639533,0.000057
KIC7100918,6480.100000,5.47,santos21,kepler,Gaia DR3 2105527761752843904,285.836219,42.673176,0.000015
KIC7100959,5933.300000,19.63,santos21,kepler,Gaia DR3 2105527697334475520,285.856902,42.661344,0.000038
KIC7101130,5476.000000,22.26,santos21,kepler,Gaia DR3 2105524914195196544,285.933894,42.644330,0.000043
KIC7101309,5873.200000,27.57,santos21,kepler,Gaia DR3 2105529896357290496,286.021551,42.661733,0.000037
KIC7101432,5922.200000,10.52,santos21,kepler,Gaia DR3 2105529724558606336,286.075883,42.641023,0.000031
KIC7101648,4904.300000,27.23,santos21,kepler,Gaia DR3 2105518214046294144,286.164836,42.665889,0.000082
KIC7101726,5457.600000,4.08,santos21,kepler,Gaia DR3 2105517247677673472,286.199864,42.612936,0.000074
KIC7101763,5187.900000,21.93,santos21,kepler,Gaia DR3 2105519034380703744,286.212202,42.682061,0.000059
KIC7101816,5704.500000,8.86,santos21,kepler,Gaia DR3 2105518695082645376,286.235496,42.642102,0.000018
KIC7101818,4967.100000,17.35,santos21,kepler,Gaia DR3 2105518592003425152,286.237036,42.623740,0.000036
KIC7101833,5855.900000,17.73,santos21,kepler,Gaia DR3 2105518832521611904,286.244095,42.663836,0.000019
KIC7101855,6460.500000,2.63,santos21,kepler,Gaia DR3 2105519244838487424,286.254651,42.694893,0.000026
KIC7102087,5906.200000,6.21,santos21,kepler,Gaia DR3 2105539482724410368,286.353243,42.671546,0.000174
KIC7102122,5176.600000,20.49,santos21,kepler,Gaia DR3 2105515259108853504,286.368394,42.639436,0.000061
KIC7102221,6049.800000,18.2,santos21,kepler,Gaia DR3 2105538623730971008,286.408217,42.672199,0.000031
KIC7102275,5654.700000,29.18,santos21,kepler,Gaia DR3 2105538520651752192,286.433076,42.638845,0.000061
KIC7102507,5963.900000,18.36,santos21,kepler,Gaia DR3 2105493337595846400,286.532149,42.681340,0.000068
KIC7102607,5631.000000,15.97,santos21,kepler,Gaia DR3 2105492616040924032,286.570622,42.675525,0.000017
KIC7102638,5025.400000,126.53,santos21,kepler,Gaia DR3 2105490790675527552,286.582122,42.618719,0.000053
KIC7102681,6483.400000,4.98,santos21,kepler,Gaia DR3 2105492439941802496,286.599707,42.669437,0.000018
KIC7102876,6078.800000,10.74,santos21,kepler,Gaia DR3 2105489489304756480,286.683129,42.635592,0.000028
KIC7103006,6371.900000,4.66,santos21,kepler,Gaia DR3 2105494780705108608,286.733060,42.671971,0.000077
KIC7103351,5340.200000,23.06,santos21,kepler,Gaia DR3 2105482857875313792,286.864690,42.628116,0.000039
KIC7103520,5342.000000,25.05,santos21,kepler,Gaia DR3 2105483854307763968,286.931391,42.679433,0.000028
KIC7103804,6035.300000,14.09,santos21,kepler,Gaia DR3 2105480899370286080,287.040787,42.667922,0.000016
KIC7103919,5243.200000,16.76,santos21,kepler,Gaia DR3 2105573945541164544,287.087455,42.668653,0.000031
KIC7104140,5543.600000,21.66,santos21,kepler,Gaia DR3 2102571316725963392,287.177464,42.647357,0.000073
KIC7104190,5541.700000,24.71,santos21,kepler,Gaia DR3 2102571797762306176,287.199372,42.682982,0.000029
KIC7104250,5577.900000,15.11,santos21,kepler,Gaia DR3 2102571351085702912,287.225971,42.615258,0.000035
KIC7104276,5319.800000,23.21,santos21,kepler,Gaia DR3 2102573103432372608,287.236364,42.694453,0.000035
KIC7104378,5403.900000,1.88,santos21,kepler,Gaia DR3 2102570698250682496,287.274953,42.633957,0.000028
KIC7104410,5200.600000,26.28,santos21,kepler,Gaia DR3 2102572210079176192,287.289912,42.651435,0.000052
KIC7104452,6307.900000,3.14,santos21,kepler,Gaia DR3 2102572106999966080,287.303812,42.666004,0.000056
KIC7104562,5936.100000,15.29,santos21,kepler,Gaia DR3 2102569633098814208,287.355877,42.690616,0.000102
KIC7104582,5666.700000,15.33,santos21,kepler,Gaia DR3 2102569667458555520,287.361234,42.699948,0.000097
KIC7104609,5338.600000,20.35,santos21,kepler,Gaia DR3 2102569461300119168,287.373427,42.654819,0.000021
KIC7104629,5833.300000,26.81,santos21,kepler,Gaia DR3 2102569594439773824,287.379884,42.678338,0.000018
KIC7104674,5578.700000,41.8,santos21,kepler,Gaia DR3 2102569358220906880,287.396328,42.652606,0.000044
KIC7104724,5894.500000,11.43,santos21,kepler,Gaia DR3 2102575302455954304,287.416878,42.694857,0.000046
KIC7104789,6497.300000,9.29,santos21,kepler,Gaia DR3 2102574443462196352,287.439500,42.659743,0.000047
KIC7104854,5302.700000,10.75,santos21,kepler,Gaia DR3 2102574512181680640,287.462924,42.677085,0.000019
KIC7104858,5912.500000,9.92,santos21,kepler,Gaia DR3 2102574409101912832,287.463848,42.665536,0.000080
KIC7105039,6506.500000,3.6,santos21,kepler,Gaia DR3 2102562314474014208,287.541166,42.608918,0.000042
KIC7105391,5882.100000,26.25,santos21,kepler,Gaia DR3 2102563723223405184,287.674110,42.689935,0.000058
KIC7105442,5551.800000,17.47,santos21,kepler,Gaia DR3 2102563791942900608,287.696182,42.697975,0.000020
KIC7105518,5139.300000,19.36,santos21,kepler,Gaia DR3 2102560665206708096,287.723565,42.670822,0.000029
KIC7105676,5117.200000,22.73,santos21,kepler,Gaia DR3 2102559600054815360,287.782502,42.612186,0.000046
KIC7105703,5459.800000,32.15,santos21,kepler,Gaia DR3 2102583235255857920,287.791594,42.663018,0.000052
KIC7105753,5268.100000,43.02,santos21,kepler,Gaia DR3 2102559565695094144,287.809948,42.610894,0.000043
KIC7105818,6322.900000,6.02,santos21,kepler,Gaia DR3 2102582960376029056,287.831954,42.633992,0.000003
KIC7105891,5468.100000,10.32,santos21,kepler,Gaia DR3 2102583445713318656,287.859577,42.671131,0.000123
KIC7105969,5432.400000,19.9,santos21,kepler,Gaia DR3 2102536647749686656,287.890692,42.681767,0.000028
KIC7106167,6176.500000,3.81,santos21,kepler,Gaia DR3 2102537060066577792,287.976225,42.657300,0.000028
KIC7106173,5928.200000,20.64,santos21,kepler,Gaia DR3 2102537094426328448,287.978781,42.679314,0.000063
KIC7106213,5132.300000,23.7,santos21,kepler,Gaia DR3 2102535513878350080,287.993710,42.638987,0.000036
KIC7106324,5999.100000,24.5,santos21,kepler,Gaia DR3 2102533761531704448,288.039844,42.618695,0.000049
KIC7106335,5457.500000,23.54,santos21,kepler,Gaia DR3 2102537266225052160,288.042423,42.676547,0.000025
KIC7106387,6588.200000,3.85,santos21,kepler,Gaia DR3 2102537403664026624,288.061142,42.697817,0.000015
KIC7106393,5973.400000,15.47,santos21,kepler,Gaia DR3 2102533933330424064,288.063500,42.646670,0.000021
KIC7106467,5925.500000,6.52,santos21,kepler,Gaia DR3 2102533654153249280,288.094656,42.625021,0.000019
KIC7106500,5377.900000,4.76,santos21,kepler,Gaia DR3 2102534208208366336,288.107958,42.672568,0.000034
KIC7106534,5859.200000,13.62,santos21,kepler,Gaia DR3 2102533997748854144,288.118333,42.644303,0.000018
KIC7106710,6008.800000,17.59,santos21,kepler,Gaia DR3 2102539327809421952,288.190585,42.672697,0.000008
KIC7106802,5475.800000,28.74,santos21,kepler,Gaia DR3 2102527164462028800,288.228451,42.615434,0.000035
KIC7106833,6069.700000,11.6,santos21,kepler,Gaia DR3 2102527714217871360,288.238244,42.666691,0.000030
KIC7106964,5496.300000,13.22,santos21,kepler,Gaia DR3 2102527469400446464,288.283371,42.646080,0.000038
KIC7106993,5883.700000,22.43,santos21,kepler,Gaia DR3 2102527576780017024,288.296920,42.660160,0.000022
KIC7107050,5802.700000,14.82,santos21,kepler,Gaia DR3 2102526747844058624,288.317319,42.641769,0.000026
KIC7107330,6738.400000,1.08,santos21,kepler,Gaia DR3 2102525098576617472,288.415427,42.634478,0.000045
KIC7107393,5615.400000,21.19,santos21,kepler,Gaia DR3 2102525549554441600,288.435353,42.667372,0.000052
KIC7107531,6411.500000,3.9,santos21,kepler,Gaia DR3 2102900719236677120,288.482989,42.686531,0.000069
KIC7107561,5939.600000,15.3,santos21,kepler,Gaia DR3 2102900689177131008,288.493086,42.692504,0.000040
KIC7107642,5002.100000,13.43,santos21,kepler,Gaia DR3 2102524381323344000,288.526026,42.609674,0.000056
KIC7107707,5264.500000,25.76,santos21,kepler,Gaia DR3 2102900379939511424,288.555351,42.689366,0.000038
KIC7107720,6285.900000,10.18,santos21,kepler,Gaia DR3 2102899761464207232,288.558917,42.652944,0.000020
KIC7107733,5921.800000,9.96,santos21,kepler,Gaia DR3 2102899555305766784,288.561431,42.630622,0.000019
KIC7107807,5915.300000,39.81,santos21,kepler,Gaia DR3 2102712019856089216,288.589683,42.640508,0.000058
KIC7107922,5351.900000,28.74,santos21,kepler,Gaia DR3 2102712535252171008,288.632422,42.682459,0.000066
KIC7108028,5513.200000,22.72,santos21,kepler,Gaia DR3 2102713733540256128,288.678462,42.661486,0.000027
KIC7108115,5971.000000,7.62,santos21,kepler,Gaia DR3 2102713153727470208,288.711583,42.687710,0.000070
KIC7108428,5564.900000,21.04,santos21,kepler,Gaia DR3 2102709992630894848,288.821275,42.644202,0.000015
KIC7108547,5363.700000,22.43,santos21,kepler,Gaia DR3 2102709167997185280,288.865214,42.621050,0.000011
KIC7108658,5155.200000,9.09,santos21,kepler,Gaia DR3 2102714906073520128,288.898675,42.638052,0.000033
KIC7108863,5643.500000,12.34,santos21,kepler,Gaia DR3 2102703601719664384,288.976150,42.670511,0.000030
KIC7108942,6290.700000,6.33,santos21,kepler,Gaia DR3 2102703498640458752,289.000672,42.661381,0.000113
KIC7109024,6362.600000,6.6,santos21,kepler,Gaia DR3 2102704971808355584,289.029074,42.694305,0.000030
KIC7109052,6061.700000,10.3,santos21,kepler,Gaia DR3 2102704185835254784,289.043142,42.667369,0.000033
KIC7109436,5918.500000,11.43,santos21,kepler,Gaia DR3 2102701162178330880,289.177015,42.629488,0.000020
KIC7109566,6131.300000,14.57,santos21,kepler,Gaia DR3 2102724870397865856,289.224963,42.687251,0.000043
KIC7109680,6078.400000,12.26,santos21,kepler,Gaia DR3 2102723873965472896,289.270457,42.674407,0.000017
KIC7109772,4955.300000,27.07,santos21,kepler,Gaia DR3 2102676732404416640,289.300655,42.621381,0.000061
KIC7109975,5467.800000,9.16,santos21,kepler,Gaia DR3 2102677110361599488,289.366873,42.654707,0.000045
KIC7110037,6516.300000,4.69,santos21,kepler,Gaia DR3 2102678587830381056,289.384724,42.683447,0.000044
KIC7110188,5576.400000,22.43,santos21,kepler,Gaia DR3 2102676010849978240,289.424644,42.608207,0.000043
KIC7110195,5069.600000,10.25,santos21,kepler,Gaia DR3 2102677969355126656,289.428015,42.698104,0.000036
KIC7110380,6360.000000,7.49,santos21,kepler,Gaia DR3 2102678141154498176,289.481966,42.692743,0.000075
KIC7110529,5280.600000,30.42,santos21,kepler,Gaia DR3 2102675117496883072,289.525262,42.670505,0.000047
KIC7110600,5377.300000,9.69,santos21,kepler,Gaia DR3 2102674705180002688,289.539674,42.624142,0.000038
KIC7115012,5031.600000,22.74,santos21,kepler,Gaia DR3 2101970811580091520,290.909041,42.601339,0.000045
KIC7115200,6247.200000,29.33,santos21,kepler,Gaia DR3 2101971013435658880,290.968665,42.619619,0.000062
KIC7115550,5651.300000,22.89,santos21,kepler,Gaia DR3 2101964248869293568,291.088855,42.613821,0.000079
KIC7115597,5446.400000,6.57,santos21,kepler,Gaia DR3 2101964386308263936,291.104622,42.645266,0.000057
KIC7115733,4670.900000,18.6,santos21,kepler,Gaia DR3 2101964416368073856,291.148787,42.625521,0.000049
KIC7115878,5825.500000,24.5,santos21,kepler,Gaia DR3 2101965451460195072,291.199518,42.686698,0.000038
KIC7116024,6064.400000,7.81,santos21,kepler,Gaia DR3 2101964966121705344,291.243167,42.630216,0.000053
KIC7116043,5363.100000,14.67,santos21,kepler,Gaia DR3 2101964970423855360,291.247000,42.626395,0.000051
KIC7116137,6392.700000,6.21,santos21,kepler,Gaia DR3 2101965653318838272,291.276388,42.692634,0.000020
KIC7116217,5532.900000,26.85,santos21,kepler,Gaia DR3 2101962496522709120,291.304486,42.641585,0.000025
KIC7116234,5493.600000,25.19,santos21,kepler,Gaia DR3 2101961878047412480,291.312245,42.608257,0.000028
KIC7116236,5565.600000,37.71,santos21,kepler,Gaia DR3 2101961912407154176,291.312385,42.617972,0.000051
KIC7116466,5254.500000,24.2,santos21,kepler,Gaia DR3 2101961225212399872,291.383941,42.608398,0.000043
KIC7116561,5250.600000,23.21,santos21,kepler,Gaia DR3 2125980945772320768,291.407247,42.685710,0.000020
KIC7116632,5527.300000,9.36,santos21,kepler,Gaia DR3 2125981121872474368,291.426401,42.689009,0.000076
KIC7116723,5366.600000,23.54,santos21,kepler,Gaia DR3 2125793380263479296,291.453332,42.663993,0.000092
KIC7116774,6176.000000,24.66,santos21,kepler,Gaia DR3 2125793547761104512,291.469027,42.698570,0.000071
KIC7116855,6433.800000,8.0,santos21,kepler,Gaia DR3 2125793483342709504,291.496423,42.677001,0.000014
KIC7116859,5766.000000,8.54,santos21,kepler,Gaia DR3 2125792727428450048,291.497257,42.618041,0.000149
KIC7117147,6139.400000,13.68,santos21,kepler,Gaia DR3 2125793792580387584,291.590722,42.669904,0.000022
KIC7117330,5514.800000,24.37,santos21,kepler,Gaia DR3 2125791146880553984,291.652781,42.661946,0.000055
KIC7117348,5401.300000,11.85,santos21,kepler,Gaia DR3 2125790494045506432,291.657259,42.609570,0.000041
KIC7117359,6672.300000,11.44,santos21,kepler,Gaia DR3 2125790489743899776,291.659439,42.609656,0.000008
KIC7117367,5902.200000,9.95,santos21,kepler,Gaia DR3 2125790494045509376,291.661612,42.615920,0.000001
KIC7117444,6037.800000,15.42,santos21,kepler,Gaia DR3 2125791073858517504,291.690521,42.663752,0.000031
KIC7117482,5621.100000,30.65,santos21,kepler,Gaia DR3 2125791009441620992,291.705723,42.659547,0.000063
KIC7117513,5552.900000,4.86,santos21,kepler,Gaia DR3 2125796919316635520,291.715685,42.687844,0.000027
KIC7117532,5885.400000,5.05,santos21,kepler,Gaia DR3 2125790047368933120,291.721828,42.611613,0.000038
KIC7117710,5386.900000,27.61,santos21,kepler,Gaia DR3 2125796025963459584,291.771361,42.671248,0.000002
KIC7117740,5759.600000,21.36,santos21,kepler,Gaia DR3 2125795785445269760,291.781020,42.621711,0.000071
KIC7118047,5146.400000,22.27,santos21,kepler,Gaia DR3 2125784446731673856,291.869240,42.655505,0.000047
KIC7118070,6161.400000,7.1,santos21,kepler,Gaia DR3 2125784274932977664,291.876228,42.641064,0.000029
KIC7118124,5033.300000,119.5,santos21,kepler,Gaia DR3 2125785889840710656,291.892479,42.676368,0.000052
KIC7118217,5968.200000,18.49,santos21,kepler,Gaia DR3 2125785168286218240,291.921822,42.669184,0.000046
KIC7118463,5423.500000,12.7,santos21,kepler,Gaia DR3 2125781904111089920,291.995769,42.619644,0.000009
KIC7118515,6005.100000,14.47,santos21,kepler,Gaia DR3 2125781697951896576,292.014980,42.621168,0.000033
KIC7118601,5545.900000,25.3,santos21,kepler,Gaia DR3 2125805749770000384,292.048670,42.692235,0.000214
KIC7118665,6087.800000,2.65,santos21,kepler,Gaia DR3 2125805715409852288,292.072310,42.685311,0.000032
KIC7118672,5908.300000,26.81,santos21,kepler,Gaia DR3 2125781319994806016,292.074029,42.613756,0.000030
KIC7118732,6049.400000,15.39,santos21,kepler,Gaia DR3 2125805062574838016,292.097978,42.687385,0.000035
KIC7118789,6146.100000,10.6,santos21,kepler,Gaia DR3 2125804650257204608,292.118491,42.642291,0.000049
KIC7118825,5703.900000,19.79,santos21,kepler,Gaia DR3 2125781113836404224,292.128710,42.604119,0.000029
KIC7119007,5794.600000,20.21,santos21,kepler,Gaia DR3 2125757714854619776,292.187917,42.616296,0.000015
KIC7119008,6055.000000,17.1,santos21,kepler,Gaia DR3 2125758333329951232,292.188004,42.679752,0.000012
KIC7119038,5238.300000,25.96,santos21,kepler,Gaia DR3 2125758264610474880,292.195999,42.671870,0.000012
KIC7119040,6129.700000,28.32,santos21,kepler,Gaia DR3 2125758367689703680,292.196610,42.690407,0.000015
KIC7119078,5192.600000,8.32,santos21,kepler,Gaia DR3 2125757921013070464,292.202572,42.635991,0.000110
KIC7119092,5984.600000,8.25,santos21,kepler,Gaia DR3 2125757921013075200,292.207723,42.635825,0.000049
KIC7119098,5578.800000,17.59,santos21,kepler,Gaia DR3 2125759776438990080,292.210331,42.695804,0.000084
KIC7119231,5864.200000,14.48,santos21,kepler,Gaia DR3 2125757233818335104,292.245993,42.635669,0.000046
KIC7119302,6080.300000,19.92,santos21,kepler,Gaia DR3 2125757062019639808,292.268036,42.608528,0.000019
KIC7119319,6349.500000,10.64,santos21,kepler,Gaia DR3 2125757199458617856,292.272326,42.640216,0.000036
KIC7119359,5904.400000,17.58,santos21,kepler,Gaia DR3 2125756958940440448,292.282651,42.616045,0.000033
KIC7119629,5435.400000,21.21,santos21,kepler,Gaia DR3 2125755515831484032,292.359630,42.620833,0.000037
KIC7119819,5859.500000,29.38,santos21,kepler,Gaia DR3 2125761803663696384,292.419443,42.693910,0.000020
KIC7119872,5580.200000,17.01,santos21,kepler,Gaia DR3 2125761734944222848,292.431349,42.686302,0.000030
KIC7120041,5761.000000,17.84,santos21,kepler,Gaia DR3 2125760841591064320,292.489859,42.681809,0.000001
KIC7120159,6300.400000,7.79,santos21,kepler,Gaia DR3 2125748815682612608,292.528215,42.609075,0.000025
KIC7120179,6328.900000,16.68,santos21,kepler,Gaia DR3 2125749429857242240,292.533994,42.668053,0.000042
KIC7120184,5576.400000,25.92,santos21,kepler,Gaia DR3 2125749021841068160,292.535316,42.638798,0.000011
KIC7120309,5020.200000,20.21,santos21,kepler,Gaia DR3 2125749262359273984,292.569092,42.664074,0.000106
KIC7120312,5981.700000,9.88,santos21,kepler,Gaia DR3 2125748678243693312,292.570402,42.615101,0.000028
KIC7120347,5567.800000,21.81,santos21,kepler,Gaia DR3 2125749262359281664,292.577702,42.665305,0.000065
KIC7120391,5797.900000,15.93,santos21,kepler,Gaia DR3 2125747922329455744,292.591408,42.605323,0.000068
KIC7120413,6038.800000,10.47,santos21,kepler,Gaia DR3 2125748334646330368,292.598722,42.619670,0.000063
KIC7120416,5965.900000,23.69,santos21,kepler,Gaia DR3 2125749227999554176,292.599165,42.660717,0.000035
KIC7120426,6088.400000,13.21,santos21,kepler,Gaia DR3 2125750705468314112,292.602129,42.672768,0.000038
KIC7120694,5515.900000,14.38,santos21,kepler,Gaia DR3 2125749846474907008,292.680985,42.667423,0.000045
KIC7120744,5835.300000,30.83,santos21,kepler,Gaia DR3 2125749743395688064,292.695236,42.646793,0.000027
KIC7120838,5259.500000,6.9,santos21,kepler,Gaia DR3 2125746719738711296,292.718483,42.622059,0.000051
KIC7121147,6227.000000,13.14,santos21,kepler,Gaia DR3 2125746169982939136,292.798400,42.623882,0.000102
KIC7121280,5863.900000,19.12,santos21,kepler,Gaia DR3 2125839868988483200,292.838950,42.643916,0.000016
KIC7121359,5369.800000,20.49,santos21,kepler,Gaia DR3 2125840384384585088,292.862954,42.676501,0.000011
KIC7121457,5783.800000,18.48,santos21,kepler,Gaia DR3 2077801828015884032,292.897515,42.649029,0.000011
KIC7121664,5307.700000,30.0,santos21,kepler,Gaia DR3 2077800831583485952,292.959106,42.622040,0.000045
KIC7121912,6036.800000,17.34,santos21,kepler,Gaia DR3 2077802274692553728,293.039985,42.659464,0.000054
KIC7121935,5563.900000,18.24,santos21,kepler,Gaia DR3 2077802274692557056,293.049285,42.655195,0.000140
KIC7121991,4763.700000,9.11,santos21,kepler,Gaia DR3 2077799079236869760,293.066308,42.601088,0.000232
KIC7122314,6530.900000,5.93,santos21,kepler,Gaia DR3 2077804679874314112,293.162572,42.668919,0.000023
KIC7122432,5572.900000,21.07,santos21,kepler,Gaia DR3 2077804404996418560,293.197212,42.652743,0.000051
KIC7122480,5956.700000,9.75,santos21,kepler,Gaia DR3 2077804439356774144,293.210922,42.647873,0.000038
KIC7122504,5511.600000,14.29,santos21,kepler,Gaia DR3 2077804439356165120,293.218751,42.644445,0.000045
KIC7122598,6715.500000,4.2,santos21,kepler,Gaia DR3 2077793135002278144,293.249591,42.674813,0.000038
KIC7122770,5783.600000,17.33,santos21,kepler,Gaia DR3 2077792791404901376,293.297655,42.633927,0.000068
KIC7122834,5497.000000,20.92,santos21,kepler,Gaia DR3 2077792928843882880,293.317578,42.660889,0.000040
KIC7122839,6173.200000,5.93,santos21,kepler,Gaia DR3 2077792134267944832,293.319184,42.638846,0.000077
KIC7122878,5695.700000,14.57,santos21,kepler,Gaia DR3 2077792138569897088,293.332896,42.637041,0.000020
KIC7122963,6474.100000,3.18,santos21,kepler,Gaia DR3 2077793822197126784,293.365276,42.696122,0.000030
KIC7123036,5069.700000,22.12,santos21,kepler,Gaia DR3 2077791829331460992,293.387418,42.613330,0.000051
KIC7123082,5749.900000,5.56,santos21,kepler,Gaia DR3 2077790351862720384,293.404028,42.609411,0.000062
KIC7123092,5056.700000,7.6,santos21,kepler,Gaia DR3 2077793856556876416,293.405219,42.672136,0.000046
KIC7123102,6081.500000,9.78,santos21,kepler,Gaia DR3 2077793856556883968,293.408419,42.680994,0.000016
KIC7123115,5752.100000,7.93,santos21,kepler,Gaia DR3 2077790489301692288,293.414510,42.630419,0.000011
KIC7123119,5464.600000,19.39,santos21,kepler,Gaia DR3 2077790317502988032,293.415594,42.610609,0.000020
KIC7123139,5995.300000,9.68,santos21,kepler,Gaia DR3 2077793890916632064,293.421160,42.685175,0.000037
KIC7123174,5878.300000,20.9,santos21,kepler,Gaia DR3 2077790317502991488,293.429277,42.600940,0.000013
KIC7123217,6118.300000,20.47,santos21,kepler,Gaia DR3 2077790111344570368,293.441638,42.601933,0.000030
KIC7123708,5978.700000,10.45,santos21,kepler,Gaia DR3 2077813647765497472,293.581827,42.672261,0.000020
KIC7123746,5229.000000,6.39,santos21,kepler,Gaia DR3 2077766196966787200,293.591930,42.625641,0.000024
KIC7123751,5804.800000,19.15,santos21,kepler,Gaia DR3 2077766334405758976,293.592254,42.651737,0.000077
KIC7123801,6254.600000,19.39,santos21,kepler,Gaia DR3 2077813780904238336,293.604615,42.698865,0.000061
KIC7123864,5272.000000,41.84,santos21,kepler,Gaia DR3 2077766265686292480,293.619918,42.636898,0.000030
KIC7123950,5807.600000,19.94,santos21,kepler,Gaia DR3 2077766570623599616,293.649255,42.662515,0.000006
KIC7123985,5734.300000,19.36,santos21,kepler,Gaia DR3 2077765234894152704,293.662142,42.606183,0.000027
KIC7124012,5627.000000,10.46,santos21,kepler,Gaia DR3 2077766506204498688,293.670180,42.637229,0.000001
KIC7124033,6733.200000,5.3,santos21,kepler,Gaia DR3 2077765642909663360,293.675469,42.629592,0.000063
KIC7124145,5928.800000,9.83,santos21,kepler,Gaia DR3 2077767399557748480,293.706973,42.681474,0.000043
KIC7124489,5893.400000,16.81,santos21,kepler,Gaia DR3 2077764650778739072,293.799518,42.677724,0.000052
KIC7124576,5301.300000,31.23,santos21,kepler,Gaia DR3 2077764272821609600,293.823806,42.641125,0.000034
KIC7125105,5367.000000,8.15,santos21,kepler,Gaia DR3 2077757950631526144,293.965980,42.669680,0.000097
KIC7125274,6310.000000,7.42,santos21,kepler,Gaia DR3 2077759290659692416,294.016913,42.691651,0.000108
KIC7125585,5679.600000,20.94,santos21,kepler,Gaia DR3 2077756644959837568,294.096387,42.605443,0.000038
KIC7125794,6486.700000,6.16,santos21,kepler,Gaia DR3 2077755236212208512,294.152310,42.618886,0.000097
KIC7125853,5521.800000,17.45,santos21,kepler,Gaia DR3 2077755064411922560,294.168125,42.624002,0.000049
KIC7125963,6433.900000,5.31,santos21,kepler,Gaia DR3 2077755511088541184,294.198951,42.652802,0.000044
KIC7126111,5936.000000,12.52,santos21,kepler,Gaia DR3 2077754686454822144,294.238809,42.620729,0.000034
KIC7128666,6107.300000,2.81,santos21,kepler,Gaia DR3 2077955072451050112,294.934876,42.696581,0.000031
KIC7128882,5873.400000,12.67,santos21,kepler,Gaia DR3 2077953835500465408,294.986555,42.625478,0.000097
KIC7129058,5298.900000,18.47,santos21,kepler,Gaia DR3 2077954419616046848,295.032711,42.681283,0.000063
KIC7129171,5570.500000,24.84,santos21,kepler,Gaia DR3 2077907381132920448,295.060871,42.644882,0.000016
KIC7129354,5040.700000,23.38,santos21,kepler,Gaia DR3 2077908789882246528,295.108941,42.682445,0.000039
KIC7129470,5685.400000,13.23,santos21,kepler,Gaia DR3 2077906419060278144,295.138081,42.621029,0.000037
KIC7129524,6719.700000,3.89,santos21,kepler,Gaia DR3 2077906212901853184,295.150425,42.612675,0.000079
KIC7129531,5906.200000,14.97,santos21,kepler,Gaia DR3 2077908068327764224,295.153132,42.678361,0.000074
KIC7129635,6614.400000,12.17,santos21,kepler,Gaia DR3 2077908308845959040,295.179587,42.697125,0.000051
KIC7129959,6495.300000,3.17,santos21,kepler,Gaia DR3 2077905349603556480,295.254314,42.687827,0.000021
KIC7129992,5913.200000,11.85,santos21,kepler,Gaia DR3 2077905147750074624,295.261119,42.678551,0.000018
KIC7130046,5416.400000,26.85,santos21,kepler,Gaia DR3 2077911057625339136,295.274601,42.699464,0.000063
KIC7130318,6110.400000,15.97,santos21,kepler,Gaia DR3 2077910301705642112,295.341682,42.683768,0.000032
KIC7130322,5744.400000,24.37,santos21,kepler,Gaia DR3 2077910679668018560,295.341929,42.691269,0.000013
KIC7130418,5829.600000,12.01,santos21,kepler,Gaia DR3 2077910026832985600,295.367519,42.656761,0.000021
