starid,Prot,ref,source,source_id,Porb,eccentricity,semi_amplitude_primary,massfunc
KIC12401044,9.1,santos21,kepler,Gaia DR3 2133389493779084928,731.0367975775348,0.615257223410028,,
KIC12405425,28.36,santos21,kepler,Gaia DR3 2133217660727820928,28.565503646894054,0.1300724013889944,30.59693197532812,0.08263588880351806
KIC12601784,20.65,santos21,kepler,Gaia DR3 2139280191748383232,173.8925530442281,0.0504429295547615,,
KIC12736212,26.66,santos21,kepler,Gaia DR3 2139293390183756672,129.7212576217966,0.1687268699048952,,
KIC12736627,32.99,santos21,kepler,Gaia DR3 2139291225520292096,549.004523827684,0.1306509721225252,,
KIC2161731,169.0,gaulme20,kepler,Gaia DR3 2051797450308126336,1066.0094331622352,0.4232579976494197,,
KIC2441154,32.0,gaulme20,kepler,Gaia DR3 2052547793971117056,46.14863465322964,0.198619300684645,12.227576732497171,0.008229422737366305
KIC2443035,128.0,gaulme20,kepler,Gaia DR3 2052556040310373248,181.60723036596696,0.2895017286074878,11.857993841889606,0.027513974810180423
KIC3437031,141.0,gaulme20,kepler,Gaia DR3 2051386576554694400,623.7437793709555,0.0839337759129885,,
KIC3458643,54.0,gaulme20,kepler,Gaia DR3 2052131736205469184,399.52730073254526,0.3051194435289724,8.559753322196944,0.02242228897833393
KIC3654361,41.5,gaulme20,kepler,Gaia DR3 2052286148860282112,865.5545451746142,0.2831577833823707,2.3632155151914316,0.0010441646625479713
KIC4242873,74.0,gaulme20,kepler,Gaia DR3 2100306150972929664,56.71311846314689,0.4917845347801142,30.172793714468607,0.10655410172043826
KIC4278024,37.0,gaulme20,kepler,Gaia DR3 2076193723545609472,40.620623977012606,0.2464726914945472,9.652286201459487,0.00344523552227171
KIC5087190,157.0,gaulme20,kepler,Gaia DR3 2100556800967018368,959.4395280975936,0.3289138366584703,3.4684872380726506,0.0034934914022952653
KIC5123659,112.3,gaulme20,kepler,Gaia DR3 2073688073986690816,801.0110355215488,0.0467755659054978,3.0880556955095257,0.0024359933288671237
KIC5182131,76.0,gaulme20,kepler,Gaia DR3 2101176959886838784,56.1504000525656,0.1321427890856742,13.35222083324405,0.01348797348020041
KIC5308778,39.0,gaulme20,kepler,Gaia DR3 2075037346557985152,40.53632970863545,0.0168904032298578,23.380833444500205,0.05365962360163465
KIC5382824,94.0,gaulme20,kepler,Gaia DR3 2076733377594699264,653.2911375096633,0.1100104838427744,8.179326232976512,0.03636942394051927
KIC5385245,91.0,gaulme20,kepler,Gaia DR3 2073742087496887296,505.3235250682467,0.2309062907194586,,
KIC5430224,55.0,gaulme20,kepler,Gaia DR3 2103767654095426304,1104.7020309838465,0.4548910211900564,5.229659600418125,0.011562326343241293
KIC5437763,14.0,gaulme20,kepler,Gaia DR3 2102069351009945216,14.175669182836538,0.0572058609600789,16.356278306519492,0.006395445550609042
KIC5439339,59.0,gaulme20,kepler,Gaia DR3 2101343024800284288,98.04412293170206,0.0254896418256632,18.050843367353252,0.05968975176949837
KIC5534910,102.0,gaulme20,kepler,Gaia DR3 2053573470824578048,851.9638796286225,0.2393254842119144,1.188619079737814,0.00013568591010612645
KIC5707338,132.0,gaulme20,kepler,Gaia DR3 2053580548928810624,885.1743661235109,0.2731336249959197,3.0628679726666985,0.002345933065986767
KIC6032639,130.0,gaulme20,kepler,Gaia DR3 2102124743207232128,979.764104054694,0.2903222637964237,6.655330204550079,0.02622276678756767
KIC6516800,54.0,gaulme20,kepler,Gaia DR3 2101872851965721600,283.11359461486114,0.1016784590209917,6.618718564398186,0.008373780699025009
KIC6522973,30.3,gaulme20,kepler,Gaia DR3 2101692978736340352,29.233327451571103,0.0629105572415146,7.436739712871091,0.0012383737892061495
KIC6590195,92.0,gaulme20,kepler,Gaia DR3 2103953196683494144,55.85504761498936,0.1695709659524985,25.573981354212197,0.09265315693742462
KIC6866251,120.0,gaulme20,kepler,Gaia DR3 2125736995932614272,370.63805473946786,0.4273201156794278,8.00827565200493,0.014575589491971233
KIC6933666,99.0,gaulme20,kepler,Gaia DR3 2105486701865509504,48.337095617761946,0.1818968828473182,6.000224079383791,0.0010286639488643191
KIC7103951,75.0,gaulme20,kepler,Gaia DR3 2105480001719302400,642.6406115121514,0.146973021510325,,
KIC7375177,106.0,gaulme20,kepler,Gaia DR3 2078007986445543552,734.142220203361,0.1493865043165059,4.011781647018963,0.004747868844224202
KIC7552750,101.0,gaulme20,kepler,Gaia DR3 2078625701520022272,1031.2180167229078,0.3803860452758655,8.95565593522519,0.06070639251619456
KIC7552750,101.0,gaulme20,kepler,Gaia DR3 2078625701520022272,852.4714175903008,0.2742458880593761,,
KIC7661609,169.0,gaulme20,kepler,Gaia DR3 2105208632802645248,106.57964124741775,0.1858599720333011,17.90780633661417,0.06016020467914332
KIC7670875,200.0,gaulme20,kepler,Gaia DR3 2105618471464560256,0.8771959555758071,0.1077595982635812,1.3088517630358154,2.0024801722504423e-07
KIC7869590,40.5,gaulme20,kepler,Gaia DR3 2105255190248353792,18.859904322722223,0.0791575999230702,17.495504588492814,0.010366526985288275
KIC7969754,69.1,gaulme20,kepler,Gaia DR3 2078114703489389184,52.25485930509783,0.4670840953722758,32.13223238648996,0.12417352893703075
KIC8013399,120.0,gaulme20,kepler,Gaia DR3 2105833842602912512,1007.5491069175868,0.281796875124692,16.365969804711177,0.4042037279765878
KIC8365782,118.0,gaulme20,kepler,Gaia DR3 2126549053987387008,702.8392954038004,0.0730261631057529,6.642000344485186,0.02116793558823185
KIC8517303,53.5,gaulme20,kepler,Gaia DR3 2079093376225156608,24.094402988885324,0.2140216992743738,14.692647330643814,0.007380417812120374
KIC8825444,87.8,gaulme20,kepler,Gaia DR3 2079915600456768256,128.51661705598596,0.041249524108432,11.707970211895494,0.021315907721334317
KIC8936339,103.0,gaulme20,kepler,Gaia DR3 2106768079588474624,796.0281960193855,0.0522881268937762,4.7002078538998,0.008529139892561963
KIC9086060,81.0,gaulme20,kepler,Gaia DR3 2127414507076699648,453.2041839291558,0.2144521849347624,4.38025863924506,0.003677323615589381
KIC9240941,123.0,gaulme20,kepler,Gaia DR3 2085243318408612608,254.07813982801437,0.1267624413568058,7.225210506832766,0.009691144657198688
KIC9651996,36.6,gaulme20,kepler,Gaia DR3 2128271129715505280,37.18451052422696,0.0116413556026869,30.951093521547985,0.11421177439467126
KIC9898373,124.0,gaulme20,kepler,Gaia DR3 2128517244222116992,617.061010304289,0.0470155235920084,6.2668301447947306,0.015683370607542185
KIC9946213,7.36,gaulme20,kepler,Gaia DR3 2127739236664163968,431.46562992974657,0.1839853317539996,11.086497814643968,0.057850200925650075
KIC10148118,91.0,gaulme20,kepler,Gaia DR3 2128545079909313792,388.242723408859,0.064351099987543,6.722968323723934,0.0121476526196148
KIC10297952,17.55,gaulme20,kepler,Gaia DR3 2085638936440087808,17.660037881028074,0.1304717581302981,21.49087503388204,0.01770019897954951
KIC10361019,120.0,gaulme20,kepler,Gaia DR3 2085675121545993856,267.6378442637797,0.3840278526245949,15.986349849712322,0.08917917017575115
KIC10480536,53.0,gaulme20,kepler,Gaia DR3 2080623106132948096,605.7396755051027,0.4979272264338533,8.725361549133533,0.027191395791680218
KIC10669568,154.0,gaulme20,kepler,Gaia DR3 2128825180495948544,1244.1114277019876,0.1563674962525444,6.735788263879458,0.037958359701825144
KIC10922167,91.0,gaulme20,kepler,Gaia DR3 2128895789759142016,586.3152092822309,0.2978859689143118,,
KIC10935853,66.0,gaulme20,kepler,Gaia DR3 2086542150882274688,882.607969114074,0.2962876407789824,5.194638311241326,0.011168317004675866
KIC11146813,164.0,gaulme20,kepler,Gaia DR3 2134744126466917632,354.5838174545779,0.0710929897273928,6.41733024675975,0.009635856256487782
KIC11289615,78.0,gaulme20,kepler,Gaia DR3 2132740713199620608,832.5673474358581,0.0498843996277243,5.485389398917727,0.0141849486329322
KIC11554998,30.35,gaulme20,kepler,Gaia DR3 2132648629101362432,30.70567975510109,0.0700071280356205,27.108727367040444,0.06291506492410685
KIC11600413,58.5,gaulme20,kepler,Gaia DR3 2132113785412645632,56.936225359461474,0.0073994576703594,30.520184796370497,0.16769634112653145
KIC11725034,56.7,gaulme20,kepler,Gaia DR3 2087247801127120512,72.83053578542247,0.1332398551128383,9.484670443861956,0.006267877623013954
KIC12104686,130.0,gaulme20,kepler,Gaia DR3 2132984766121731584,151.5862397890885,0.3673878309699842,14.642333808642611,0.039668307978098206
KIC12118682,45.0,gaulme20,kepler,Gaia DR3 2135365689832120832,45.4653056303179,0.0429825620819763,27.48156257799848,0.09750094794687932
KIC12266731,79.0,gaulme20,kepler,Gaia DR3 2135400122591847168,978.5840352193892,0.6490124227813467,4.255346541903411,0.00344021466705702
KIC12314910,104.0,gaulme20,kepler,Gaia DR3 2135591403254321536,69.53139233621434,0.0233915234410845,20.127556196255476,0.05869574702940661
KIC1572049,18.0,gaulme20,kepler,Gaia DR3 2051764945994896000,361.2983784501072,0.0109448882298566,9.294160452145228,0.03004883062380628
EPIC202092370,7.88,reinhold20,k2,Gaia DR3 3432363835186828800,1022.9809931077344,0.1321036682322438,,
EPIC202092582,16.74,reinhold20,k2,Gaia DR3 3423720952237609600,609.5363227509636,0.4181732547265712,,
EPIC202103739,16.25,reinhold20,k2,Gaia DR3 3384300368005137536,135.77401038437915,0.1061134446775508,17.753923090147676,0.07739837995800325
EPIC201199261,18.55,reinhold20,k2,Gaia DR3 3786882938445513216,215.32102656832345,0.3298592336703516,,
EPIC201308482,11.48,reinhold20,k2,Gaia DR3 3793498291888343296,427.61281660442774,0.5659919521691205,,
EPIC201359236,27.15,reinhold20,k2,Gaia DR3 3791580812329018624,638.6497968162045,0.8161782125137889,,
EPIC201402299,26.46,reinhold20,k2,Gaia DR3 3797110806060705920,566.8443949841982,0.1394371398751846,,
EPIC201447608,33.71,reinhold20,k2,Gaia DR3 3804150257459039872,292.17229917791394,0.2581053104800556,,
EPIC201507783,17.02,reinhold20,k2,Gaia DR3 3796253186991320192,1031.3964384738858,0.6879458811128081,,
EPIC201509919,13.16,reinhold20,k2,Gaia DR3 3797580675483036032,476.4290489078962,0.4416870114773793,,
EPIC201549618,26.38,reinhold20,k2,Gaia DR3 3799174658104890752,25.54298262256595,0.5480749861291737,29.84673200937871,0.041177372735197185
EPIC201574307,28.13,reinhold20,k2,Gaia DR3 3799950913314863744,817.2892976222572,0.1839129004404767,,
EPIC201576996,16.44,reinhold20,k2,Gaia DR3 3799394319912877056,662.7240597230824,0.0852433492218168,,
EPIC201616555,27.55,reinhold20,k2,Gaia DR3 3810790719279334912,29.681060166344192,0.226054548249607,22.52862120307299,0.03250293450825561
EPIC201750696,28.19,reinhold20,k2,Gaia DR3 3893353154784712704,468.9777318597813,0.0716108008355473,,
EPIC201752368,36.61,reinhold20,k2,Gaia DR3 3813719685112368384,62.854066180697274,0.2625051708549371,18.699861327212563,0.03826007890918951
EPIC201810289,25.83,reinhold20,k2,Gaia DR3 3896722092771911168,1143.7376518623453,0.118959097874024,,
EPIC201846158,35.51,reinhold20,k2,Gaia DR3 3817186513994294016,916.9812181914044,0.1184712687440926,,
EPIC201861036,29.55,reinhold20,k2,Gaia DR3 3897814629372253696,434.0437636082326,3.132889416401198e-05,,
EPIC202727128,25.13,reinhold20,k2,Gaia DR3 6041805609976926080,142.94077439781591,0.4397114650603879,,
EPIC202995762,8.04,reinhold20,k2,Gaia DR3 6042268470011907840,6.9120044379984655,0.0052606330486494,17.822027700674663,0.004053838381531197
EPIC203082085,25.89,reinhold20,k2,Gaia DR3 6044615957396993664,1.387740383963803,0.2066242299973918,7.250363908460009,5.133023016237809e-05
EPIC203082085,25.89,reinhold20,k2,Gaia DR3 6044615957396993664,783.3781473499939,0.493035740198408,,
EPIC203252923,12.47,reinhold20,k2,Gaia DR3 6043179896432504704,12.245620646064117,0.3220234654941991,43.48826653915849,0.08854966836980971
EPIC203624856,29.85,reinhold20,k2,Gaia DR3 6235684556882813184,563.6679973158098,0.6908800069086802,,
EPIC204136937,12.37,reinhold20,k2,Gaia DR3 6242345535767941888,14.724257342100788,0.4364726503913156,35.444684223969745,0.04947825578907338
EPIC204193529,5.63,reinhold20,k2,Gaia DR3 6237344819440751616,5.502163207810934,0.0144827510272357,45.480300128440504,0.05361371327445009
EPIC204319872,16.35,reinhold20,k2,Gaia DR3 6050440555824765312,541.47633277362,0.0507423134544467,,
EPIC204795331,20.48,reinhold20,k2,Gaia DR3 6243896908010520064,286.3393683645748,0.4199049084417343,,
EPIC205360933,22.67,reinhold20,k2,Gaia DR3 6248997409308964224,69.71008696080611,0.0985782044232697,6.880210467834442,0.0023181869275418674
EPIC205912859,28.71,reinhold20,k2,Gaia DR3 2594528411380615424,533.693371842002,0.3260521849165469,,
EPIC205970092,17.31,reinhold20,k2,Gaia DR3 2596698194498822400,670.2265989153381,0.4563971875349528,,
EPIC206055301,20.32,reinhold20,k2,Gaia DR3 2600593287455458432,144.84591315698412,0.1365872038407347,,
EPIC206260733,20.09,reinhold20,k2,Gaia DR3 2615436179034064000,32.321896760758975,0.0376910550036672,43.50169070145847,0.27510485095927284
EPIC206300490,18.67,reinhold20,k2,Gaia DR3 2621487165183899136,653.9833385901677,0.3308002361205099,,
EPIC210381464,20.85,reinhold20,k2,Gaia DR3 38449204366057344,21.34912901519735,0.3436505322115405,15.43321505464579,0.006734272587602328
EPIC210400363,14.72,reinhold20,k2,Gaia DR3 38068017428583168,14.775158178279383,0.0630217570081287,28.898522398133867,0.036726170724662395
EPIC210492119,28.34,reinhold20,k2,Gaia DR3 42852469260255104,504.05131519807145,0.5179696153094038,,
EPIC210604137,5.5,reinhold20,k2,Gaia DR3 3313891319853430016,5.539798634897652,0.1172568440737693,38.59661768343548,0.03232450660145731
EPIC210605557,2.84,reinhold20,k2,Gaia DR3 43689644285569024,2.8820090320368865,0.0892595441546635,46.96551122729268,0.03056543711542831
EPIC210706665,14.75,reinhold20,k2,Gaia DR3 56725458441668096,751.3738282552315,0.0001250880701154,,
EPIC210721841,14.45,reinhold20,k2,Gaia DR3 50176423589328512,98.35595591191354,0.1303905183603741,16.741385575011122,0.04660291966766735
EPIC210774216,19.49,reinhold20,k2,Gaia DR3 50890522031948032,78.67844740951146,0.3570543668615938,5.18295321064149,0.0009250261283399373
EPIC210814674,20.07,reinhold20,k2,Gaia DR3 57890425371556352,108.94083554046252,0.0489224429343609,16.725446275284746,0.052622553702804796
EPIC210847201,21.88,reinhold20,k2,Gaia DR3 51585443442985728,24.512669186244395,0.2141585179858227,31.59734397458084,0.07467357731029978
EPIC210958608,13.4,reinhold20,k2,Gaia DR3 63881870389838592,610.208796417169,0.433974456714011,,
EPIC210996805,20.34,reinhold20,k2,Gaia DR3 148919508430498816,862.6727877969552,0.3806461353372879,,
EPIC211006744,26.86,reinhold20,k2,Gaia DR3 65459081162286720,98.49969642227715,0.2519790139826974,14.130915142428387,0.026098834402904687
EPIC211023408,31.44,reinhold20,k2,Gaia DR3 148853675172253056,34.85413984102728,0.1017498023203642,19.39827039293267,0.025952126934499622
EPIC211039231,29.02,reinhold20,k2,Gaia DR3 53739872055158784,27.76708198090125,0.2854548306859878,18.02189032954148,0.014824161564358678
EPIC211055343,9.56,reinhold20,k2,Gaia DR3 65801926929387520,34.918801534096666,0.2064204839482797,12.761182540597474,0.007043279576207995
EPIC211059002,2.74,reinhold20,k2,Gaia DR3 65805809580420096,2.723690700107136,0.083174406355975,69.5434681410059,0.09393200835026383
EPIC211093684,7.35,reinhold20,k2,Gaia DR3 66747816167123712,7.049910929183956,0.1517367461059482,20.405336724084457,0.005993076903787115
EPIC211104722,4.28,reinhold20,k2,Gaia DR3 66771146429454592,30.19125131422462,0.2790142161178992,14.374417684432624,0.008227428390401375
EPIC211358920,6.8,reinhold20,k2,Gaia DR3 598841693739755520,581.3597906800956,0.1112438908578306,,
EPIC211358920,6.8,reinhold20,k2,Gaia DR3 598841693739755520,769.3970745519027,0.2348030042286263,12.825372481957244,0.1544635455982176
EPIC211368514,22.73,reinhold20,k2,Gaia DR3 604678691733846784,455.57605850465455,0.4358468822210897,,
EPIC211377394,18.43,reinhold20,k2,Gaia DR3 598890862525289216,14.59439908464628,0.3224364055188075,40.89837469682471,0.08774063298953774
EPIC211404931,28.64,reinhold20,k2,Gaia DR3 601770586557979904,239.39539787612105,0.3311813959037532,,
EPIC211405448,14.91,reinhold20,k2,Gaia DR3 604725524057126912,1027.5539591467034,0.4773906502925005,,
EPIC211434114,16.84,reinhold20,k2,Gaia DR3 604851315059225728,203.00874209937288,0.2996254103491538,,
EPIC211478114,18.88,reinhold20,k2,Gaia DR3 650357008958965632,495.5453236866005,0.2812655317623763,,
EPIC211483910,30.46,reinhold20,k2,Gaia DR3 650361303926256128,440.72044873603915,0.0742889545101788,,
EPIC211490678,5.11,reinhold20,k2,Gaia DR3 602348826595054080,580.7974894713902,0.3593291609695927,,
EPIC211514629,21.56,reinhold20,k2,Gaia DR3 603167928398316800,34.32046133723535,0.6974146061443124,18.198249353073823,0.007888690208678368
EPIC211520394,8.75,reinhold20,k2,Gaia DR3 650976235866638592,1481.248089606922,0.3229727643427666,,
EPIC211535970,4.73,reinhold20,k2,Gaia DR3 650665593769216128,4.674552891043407,0.0550429907500652,47.78882469299653,0.0526200850223495
EPIC211553090,3.54,reinhold20,k2,Gaia DR3 605675811341057280,3.0379992187978533,0.0518019013054022,75.32005705525464,0.1339609545966657
EPIC211555255,2.43,reinhold20,k2,Gaia DR3 607001272608513152,2.511183967473094,0.0191077167773755,31.09160296655266,0.007815901705208505
EPIC211596308,10.38,reinhold20,k2,Gaia DR3 609478609745444992,1104.5444813854408,0.0006312524706803,,
EPIC211631106,12.01,reinhold20,k2,Gaia DR3 651834786944912768,1176.162884525106,0.057448843677067,,
EPIC211679662,22.82,reinhold20,k2,Gaia DR3 609814300093357568,110.26727350219431,0.3049960051824673,8.505722539401011,0.00607273183145243
EPIC211680303,7.12,reinhold20,k2,Gaia DR3 655468187542183168,6.620858783739838,0.006090289094579,31.46205439959876,0.021362914466141726
EPIC211704146,20.72,reinhold20,k2,Gaia DR3 655845221248888064,415.4998726674176,0.2864431641823579,,
EPIC211705654,2.52,reinhold20,k2,Gaia DR3 610081416995398656,847.7240382135332,0.515373488446674,19.13230239106301,0.38712890135135647
EPIC211705654,2.52,reinhold20,k2,Gaia DR3 610081416995398656,789.9267796767891,0.4608156281708833,,
EPIC211715319,11.93,reinhold20,k2,Gaia DR3 658678903230814720,563.4342571779274,0.3518405145689412,,
EPIC211745399,8.7,reinhold20,k2,Gaia DR3 656122263818507904,7.547571775829317,,66.04689828080028,
EPIC211768304,10.25,reinhold20,k2,Gaia DR3 611581975489304704,9.719039403262563,0.1786975019276113,29.680886481474772,0.025079640923033306
EPIC211795063,16.9,reinhold20,k2,Gaia DR3 659223058407801856,522.3573821323689,0.4443854419760151,,
EPIC211805237,18.82,reinhold20,k2,Gaia DR3 611815003235123584,149.96929387536974,0.156717255206113,,
EPIC211826969,22.86,reinhold20,k2,Gaia DR3 659920080059683072,657.8760685963739,0.7129864923983288,,
EPIC211834473,28.61,reinhold20,k2,Gaia DR3 662153428694854528,600.2176509890843,0.6417544922860307,,
EPIC211843564,18.99,reinhold20,k2,Gaia DR3 657259051465475328,944.1552556944856,0.5043967568367907,,
EPIC211887839,13.01,reinhold20,k2,Gaia DR3 660918127380096640,581.2367655021407,0.3738115490947374,,
EPIC211888642,14.83,reinhold20,k2,Gaia DR3 660353248984946816,11.870439306337373,0.0527250950335795,20.67034167974046,0.010816963837932616
EPIC211899094,12.28,reinhold20,k2,Gaia DR3 660196774736045184,249.38395493508827,0.3335846679872,,
EPIC211906287,12.25,reinhold20,k2,Gaia DR3 660958671871347584,753.4608890658646,0.2806384993414396,,
EPIC211917420,15.87,reinhold20,k2,Gaia DR3 660486667848668672,553.6261118926906,0.5035946406858381,,
EPIC211925243,14.03,reinhold20,k2,Gaia DR3 661008321693147520,1003.8568269041032,0.3195206846480251,,
EPIC211933215,6.09,reinhold20,k2,Gaia DR3 661200083396357248,855.848285523241,0.0323722213092606,,
EPIC211935518,4.21,reinhold20,k2,Gaia DR3 661220969817342848,3.9324435998194143,0.0077944309927396,33.389061739749216,0.01516507900162608
EPIC211940169,18.77,reinhold20,k2,Gaia DR3 612484605816143616,744.3226393437225,0.0233312263150651,,
EPIC211944807,10.16,reinhold20,k2,Gaia DR3 661229564050262528,652.6951079478522,0.7724319196670661,,
EPIC211959098,26.64,reinhold20,k2,Gaia DR3 663579392197227264,114.57371287458884,0.2770517227768747,11.646324325342167,0.016635440539729145
EPIC211970520,10.34,reinhold20,k2,Gaia DR3 661310923612365312,625.1498338238227,0.327936456857511,,
EPIC211972627,9.06,reinhold20,k2,Gaia DR3 661302887731820416,76.72910959377283,0.1667808632862472,14.202501102258474,0.021831650031990266
EPIC211975006,3.08,reinhold20,k2,Gaia DR3 661306319407420160,3.0576741710865996,,71.85795429800629,
EPIC211975638,22.36,reinhold20,k2,Gaia DR3 661306907821119488,13.567069134001642,0.2487308567314298,9.72862851650796,0.001176106361063187
EPIC211981119,9.48,reinhold20,k2,Gaia DR3 661505060430616832,1766.0370934198836,0.90780980965548,,
EPIC211993195,27.45,reinhold20,k2,Gaia DR3 675645673317406976,622.6664201320341,0.5325890224440308,,
EPIC212006227,3.64,reinhold20,k2,Gaia DR3 661766778557840000,361.42106833902267,0.3961868726850925,2.744448499469141,0.0005991795474250716
EPIC212019252,10.64,reinhold20,k2,Gaia DR3 661462312620257664,733.0359811630185,0.3381561007211272,,
EPIC212026390,8.7,reinhold20,k2,Gaia DR3 661782412238768256,577.4974905926111,0.2208417061917088,,
EPIC212119062,4.78,reinhold20,k2,Gaia DR3 665856549496351232,5.1158548978546206,0.1518191308012889,28.561588840380193,0.01192569105723539
EPIC212134948,28.03,reinhold20,k2,Gaia DR3 665923855928018048,1.8117349573601351,0.0644421509146976,7.748103670000131,8.677189982613626e-05
EPIC212138181,21.19,reinhold20,k2,Gaia DR3 665892421063238144,547.5786815011184,0.2026770796028896,,
EPIC212141828,15.19,reinhold20,k2,Gaia DR3 686523652950300800,13.562416498253343,0.3668163405131013,8.947599186025815,0.0008104487182330434
EPIC212158768,31.53,reinhold20,k2,Gaia DR3 677975641541260416,296.21184172453593,0.1573479417440957,,
EPIC212287466,15.12,reinhold20,k2,Gaia DR3 6294223105695791616,870.2774211964281,0.0798380827801085,,
EPIC212324124,23.65,reinhold20,k2,Gaia DR3 3604245505792474496,657.6838925710343,0.3112740021983438,,
EPIC212351777,24.61,reinhold20,k2,Gaia DR3 3603977809070812032,283.73916698841504,0.106383545438137,,
EPIC212375049,32.83,reinhold20,k2,Gaia DR3 6300930672085463168,115.02643546314938,0.3492214643648366,,
EPIC212386520,11.4,reinhold20,k2,Gaia DR3 3606298534519649792,11.302667618468622,0.0953041466065967,23.808517494735984,0.015589892552672636
EPIC212387105,4.43,reinhold20,k2,Gaia DR3 6300990737203773056,3.9333036774543264,0.0576623146895159,41.05886458064822,0.028068407730108342
EPIC212405277,11.47,reinhold20,k2,Gaia DR3 3608063628639466240,21.21740367943575,0.2898350020022748,13.758568317754682,0.005019508716768789
EPIC212411548,26.11,reinhold20,k2,Gaia DR3 3605128271894676224,299.6442464107856,0.2660800450237738,,
EPIC212450421,21.35,reinhold20,k2,Gaia DR3 6302146873680409984,490.77526989091706,0.4584077916840739,,
EPIC212481031,11.74,reinhold20,k2,Gaia DR3 3609872183533157504,542.5601346229178,0.042975043334451,,
EPIC212483562,25.59,reinhold20,k2,Gaia DR3 3609983307222030464,0.2997556001825188,0.3419211608005185,19.846611218035473,0.00020148507936149128
EPIC212496753,3.2,reinhold20,k2,Gaia DR3 3610133283184160256,704.4075341208933,0.2099891100161363,,
EPIC212537960,10.65,reinhold20,k2,Gaia DR3 3610446064178299904,7.459301503139627,0.1424774917610481,14.1689557098159,0.0021318692651647983
EPIC212584855,23.19,reinhold20,k2,Gaia DR3 3623284202462686976,498.2991787039371,0.3526714408263749,,
EPIC212595117,29.64,reinhold20,k2,Gaia DR3 3616955241734146432,29.983772597421748,0.1739008159275101,21.97423911608891,0.03147982558121182
EPIC212615461,20.54,reinhold20,k2,Gaia DR3 3623743690948104448,93.30854738891269,0.3352365299781683,10.434072442687173,0.009183962592475206
EPIC212645284,28.34,reinhold20,k2,Gaia DR3 3617320344018234496,17.51264546349055,0.0164318205564289,45.48050716401497,0.17063214242295494
EPIC212659433,24.8,reinhold20,k2,Gaia DR3 3617224622082914304,466.37729255837985,0.0540293241890999,,
EPIC212708023,12.7,reinhold20,k2,Gaia DR3 3630169069397705088,891.2847995497898,0.4467117838673419,,
EPIC212714091,8.72,reinhold20,k2,Gaia DR3 3618531185494134784,7.372837915413633,0.0691380189516129,31.058209540520476,0.022722266039329073
EPIC212723828,35.54,reinhold20,k2,Gaia DR3 3631170449612422912,301.19148004234415,0.4152215333835488,,
EPIC212794335,33.69,reinhold20,k2,Gaia DR3 3631856609292100096,207.78500687572665,0.0956058902566606,,
EPIC212799338,9.94,reinhold20,k2,Gaia DR3 3632084727890642048,7.002096702898483,0.1382567238164315,16.484778885399216,0.0031572849693195034
EPIC212828958,27.81,reinhold20,k2,Gaia DR3 3635217889353318656,26.02680823940168,0.5082608908230506,10.480110736972202,0.0019826427419054847
EPIC215329222,13.43,reinhold20,k2,Gaia DR3 6770426917454681472,0.574507318648425,0.2175490448729102,40.42193791398224,0.0036557075771456804
EPIC215438838,31.37,reinhold20,k2,Gaia DR3 6768372926648973440,469.147142572484,0.2721001477827229,,
EPIC215517571,25.57,reinhold20,k2,Gaia DR3 6767642777910975104,2.0703869987271233,0.4479764897542768,42.33394652762151,0.011630691517425875
EPIC215620011,26.81,reinhold20,k2,Gaia DR3 6770566246193782400,734.0932231841336,0.0337978042034044,,
EPIC216135859,21.08,reinhold20,k2,Gaia DR3 6771574906371092480,257.16790886165944,0.1262538125721051,,
EPIC216256002,6.18,reinhold20,k2,Gaia DR3 6768824447971287296,6.236277385257271,0.1237713823612301,49.18285580585241,0.07511364908563113
EPIC217921499,9.34,reinhold20,k2,Gaia DR3 4082505640511212032,7.09790437174326,0.0920446078115608,23.81537446140453,0.009807737446279965
EPIC220229561,5.66,reinhold20,k2,Gaia DR3 2535100808627312000,5.329390873716562,0.0894836496118856,41.54315831638493,0.039115412274536396
EPIC220244538,4.13,reinhold20,k2,Gaia DR3 2535370773091728256,237.2373531115715,0.4765921187748095,,
EPIC220266075,17.75,reinhold20,k2,Gaia DR3 2558891044796725760,514.7537977647573,0.7110381379775609,,
EPIC220283275,7.93,reinhold20,k2,Gaia DR3 2539043004489584768,8.077074373630579,0.1405634599598826,26.01445017422428,0.014299045422707825
EPIC220301595,22.88,reinhold20,k2,Gaia DR3 2539300045396972288,68.57651218794872,0.0673422635551158,6.354924126822186,0.0018111508124464828
EPIC220304985,21.13,reinhold20,k2,Gaia DR3 2559432760431767552,225.55052299538383,0.110448899025834,,
EPIC220332115,7.34,reinhold20,k2,Gaia DR3 2539594439635466752,6.298861249180152,0.0754019937731629,42.67415294994618,0.05028651772772133
EPIC220362145,2.89,reinhold20,k2,Gaia DR3 2551220198846430336,2.80268460900547,0.1306315344616974,23.76848037648046,0.003799925224014987
EPIC220384150,19.71,reinhold20,k2,Gaia DR3 2554207949896176640,1081.3880335195536,0.3742157580399511,,
EPIC220401506,18.64,reinhold20,k2,Gaia DR3 2552042358666125440,12.575227918332406,0.067341241018518,13.857831765927518,0.003443895159554893
EPIC220438470,17.78,reinhold20,k2,Gaia DR3 2552370562886958592,15.877293748352256,0.3147007202078146,6.24227580376929,0.000342196222680606
EPIC220451620,14.78,reinhold20,k2,Gaia DR3 2576223535642975744,27.676667242624152,0.416339702285146,25.67230038172005,0.03646772144731897
