starid,Prot,ref,source,source_id,Porb,eccentricity,semi_amplitude_primary,massfunc
KIC3351945,1.078,lurie17,kepler,Gaia DR3 2052086553150010240,1.081,,,
KIC3354616,13.44,lurie17,kepler,Gaia DR3 2052124142702770432,0.277,,,
KIC3433668,8.624,lurie17,kepler,Gaia DR3 2099457980827307264,15.022,,,
KIC3443790,4.811,lurie17,kepler,Gaia DR3 2052730248474820224,1.666,,,
KIC3449540,3.234,lurie17,kepler,Gaia DR3 2052317622388655744,3.212,,,
KIC3458919,0.889,lurie17,kepler,Gaia DR3 2052138951750886272,0.892,,,
KIC3459199,11.212,lurie17,kepler,Gaia DR3 2049135356559237376,3.141,,,
KIC3530668,1.937,lurie17,kepler,Gaia DR3 2099611775020988288,1.946,,,
KIC3542573,7.1,lurie17,kepler,Gaia DR3 2052845555465143296,6.943,,,
KIC3543270,4.077,lurie17,kepler,Gaia DR3 2052843738696943360,4.177,,,
KIC3547091,3.203,lurie17,kepler,Gaia DR3 2052711453706462336,3.306,,,
KIC3547315,1.281,lurie17,kepler,Gaia DR3 2052699771395437440,1.285,,,
KIC3558981,3.403,lurie17,kepler,Gaia DR3 2052143143639171072,2.988,,,
KIC3654950,8.832,lurie17,kepler,Gaia DR3 2052282090116043776,8.135,,,
KIC3659940,0.888,lurie17,kepler,Gaia DR3 2052155547504535040,0.896,,,
KIC3662635,0.929,lurie17,kepler,Gaia DR3 2073155321936173568,0.939,,,
KIC3734868,9.774,lurie17,kepler,Gaia DR3 2099630535438411136,10.328,,,
KIC3749508,1.062,lurie17,kepler,Gaia DR3 2052722792420263808,1.066,,,
KIC3834364,2.898,lurie17,kepler,Gaia DR3 2100067934907465216,2.908,,,
KIC3838496,5.68,lurie17,kepler,Gaia DR3 2099636612812959872,5.98,,,
KIC3848919,1.04,lurie17,kepler,Gaia DR3 2052945649682442752,1.047,,,
KIC3848972,20.621,lurie17,kepler,Gaia DR3 2052946268157761280,0.741,,,
KIC3852655,16.74,lurie17,kepler,Gaia DR3 2052724029370990208,11.629,,,
KIC3957477,0.969,lurie17,kepler,Gaia DR3 2053099753112637056,0.979,,,
KIC3965242,0.992,lurie17,kepler,Gaia DR3 2052221999240090624,0.997,,,
KIC3973002,3.932,lurie17,kepler,Gaia DR3 2073177075964822272,3.984,,,
KIC3973504,4.263,lurie17,kepler,Gaia DR3 2073182470441834752,4.319,,,
KIC4037428,4.189,lurie17,kepler,Gaia DR3 2100296938265705984,4.265,,,
KIC4044005,11.552,lurie17,kepler,Gaia DR3 2099654346737161728,17.512,,,
KIC4049124,5.519,lurie17,kepler,Gaia DR3 2100999977171956096,4.804,,,
KIC4075064,20.477,lurie17,kepler,Gaia DR3 2073193774796073344,61.423,,,
KIC4078693,2.808,lurie17,kepler,Gaia DR3 2073228306328271872,2.757,,,
KIC4149684,4.218,lurie17,kepler,Gaia DR3 2100955373933077760,4.321,,,
KIC4159347,4.515,lurie17,kepler,Gaia DR3 2053154488174509568,12.284,,,
KIC4174507,3.921,lurie17,kepler,Gaia DR3 2076176784194667520,3.892,,,
KIC4178389,13.81,lurie17,kepler,Gaia DR3 2073198069763653888,23.211,,,
KIC4252226,11.889,lurie17,kepler,Gaia DR3 2099702141132734976,21.859,,,
KIC4252322,13.512,lurie17,kepler,Gaia DR3 2099707982288265600,14.592,,,
KIC4263529,15.804,lurie17,kepler,Gaia DR3 2053170843410198656,10.104,,,
KIC4275739,4.249,lurie17,kepler,Gaia DR3 2076247874494772096,4.344,,,
KIC4285087,4.524,lurie17,kepler,Gaia DR3 2073236617076588288,4.486,,,
KIC4346875,4.759,lurie17,kepler,Gaia DR3 2100283748423706240,4.694,,,
KIC4352168,10.188,lurie17,kepler,Gaia DR3 2099755604886265472,10.644,,,
KIC4357272,2.048,lurie17,kepler,Gaia DR3 2101014339542884608,2.086,,,
KIC4366923,3.635,lurie17,kepler,Gaia DR3 2053175585054179968,646.29,,,
KIC4380283,1.733,lurie17,kepler,Gaia DR3 2076265020004934912,1.745,,,
KIC4455763,0.764,lurie17,kepler,Gaia DR3 2101212938829392768,0.766,,,
KIC4456622,5.472,lurie17,kepler,Gaia DR3 2101027705481135360,1.503,,,
KIC4473933,68.277,lurie17,kepler,Gaia DR3 2052434892175460864,103.593,,,
KIC4480676,1.421,lurie17,kepler,Gaia DR3 2076223479079929984,1.424,,,
KIC4540632,9.361,lurie17,kepler,Gaia DR3 2103291771718760320,31.005,,,
KIC4547480,4.308,lurie17,kepler,Gaia DR3 2100434003559564544,4.427,,,
KIC4579321,2.087,lurie17,kepler,Gaia DR3 2076303464247984640,2.112,,,
KIC4639868,16.724,lurie17,kepler,Gaia DR3 2100479942530040320,53.101,,,
KIC4678171,20.287,lurie17,kepler,Gaia DR3 2073644299678677504,15.289,,,
KIC4679687,1.026,lurie17,kepler,Gaia DR3 2073635331787164800,1.028,,,
KIC4743508,2.072,lurie17,kepler,Gaia DR3 2053065771328881920,2.086,,,
KIC4751083,4.408,lurie17,kepler,Gaia DR3 2053239386786316544,4.532,,,
KIC4757331,2.346,lurie17,kepler,Gaia DR3 2076455372950776320,2.362,,,
KIC4773155,18.99,lurie17,kepler,Gaia DR3 2073474596941895168,25.706,,,
KIC4815612,3.702,lurie17,kepler,Gaia DR3 2103347434494336768,3.857,,,
KIC4839180,11.029,lurie17,kepler,Gaia DR3 2053290861976304640,8.853,,,
KIC4840263,1.883,lurie17,kepler,Gaia DR3 2053250111325437056,1.916,,,
KIC4840818,12.644,lurie17,kepler,Gaia DR3 2053234546364012160,10.05,,,
KIC4847843,16.319,lurie17,kepler,Gaia DR3 2076290755449424128,30.96,,,
KIC4902030,1.738,lurie17,kepler,Gaia DR3 2103503805663484672,1.758,,,
KIC4912589,11.008,lurie17,kepler,Gaia DR3 2099797833004945664,68.377,,,
KIC4912991,4.14,lurie17,kepler,Gaia DR3 2101298868241975424,4.443,,,
KIC4929299,21.966,lurie17,kepler,Gaia DR3 2053248805657889024,0.869,,,
KIC4935914,3.354,lurie17,kepler,Gaia DR3 2076478801986129408,3.486,,,
KIC4940201,10.296,lurie17,kepler,Gaia DR3 2076331952772892288,8.817,,,
KIC4946584,2.267,lurie17,kepler,Gaia DR3 2073657974855110016,0.454,,,
KIC4947726,4.401,lurie17,kepler,Gaia DR3 2073678968655796352,4.726,,,
KIC5014753,3.622,lurie17,kepler,Gaia DR3 2053296634412775296,3.171,,,
KIC5016163,5.213,lurie17,kepler,Gaia DR3 2053276465245468416,5.246,,,
KIC5021174,4.17,lurie17,kepler,Gaia DR3 2076475812693680128,4.045,,,
KIC5022440,3.603,lurie17,kepler,Gaia DR3 2076496020521911808,3.694,,,
KIC5023948,3.593,lurie17,kepler,Gaia DR3 2076487121349914752,3.649,,,
KIC5024292,3.077,lurie17,kepler,Gaia DR3 2076299929499734912,4.301,,,
KIC5024450,2.974,lurie17,kepler,Gaia DR3 2076299826420588288,3.052,,,
KIC5077629,11.979,lurie17,kepler,Gaia DR3 2103517446480099584,7.919,,,
KIC5080652,4.693,lurie17,kepler,Gaia DR3 2103378873656481152,4.144,,,
KIC5091614,20.101,lurie17,kepler,Gaia DR3 2101261660939025536,21.142,,,
KIC5103998,3.933,lurie17,kepler,Gaia DR3 2053301650934570112,174.77,,,
KIC5113053,3.058,lurie17,kepler,Gaia DR3 2076393044389355008,3.185,,,
KIC5122112,3.205,lurie17,kepler,Gaia DR3 2073708277513822208,3.055,,,
KIC5130740,5.521,lurie17,kepler,Gaia DR3 2073535001359876736,210.303,,,
KIC5181455,5.476,lurie17,kepler,Gaia DR3 2101157172975756160,5.58,,,
KIC5181804,4.324,lurie17,kepler,Gaia DR3 2101157413494010368,4.351,,,
KIC5193386,25.554,lurie17,kepler,Gaia DR3 2053283131034904064,21.378,,,
KIC5216727,1.501,lurie17,kepler,Gaia DR3 2073571972440041856,1.513,,,
KIC5269407,0.95,lurie17,kepler,Gaia DR3 2101170538914684800,0.959,,,
KIC5282049,8.536,lurie17,kepler,Gaia DR3 2077290555100531328,5.91,,,
KIC5288543,3.453,lurie17,kepler,Gaia DR3 2076396892680237696,3.457,,,
KIC5300878,1.274,lurie17,kepler,Gaia DR3 2073774591808198784,1.279,,,
KIC5347784,10.112,lurie17,kepler,Gaia DR3 2100796498799818752,9.584,,,
KIC5359678,6.236,lurie17,kepler,Gaia DR3 2101510803402761344,6.231,,,
KIC5370302,3.889,lurie17,kepler,Gaia DR3 2077295674713059968,3.904,,,
KIC5372966,17.475,lurie17,kepler,Gaia DR3 2076556768540896896,9.286,,,
KIC5393558,9.437,lurie17,kepler,Gaia DR3 2073554032343108608,10.217,,,
KIC5462901,5.912,lurie17,kepler,Gaia DR3 2076428606719468416,5.271,,,
KIC5527172,3.122,lurie17,kepler,Gaia DR3 2101368347927179136,3.184,,,
KIC5534814,12.153,lurie17,kepler,Gaia DR3 2053573539541380864,9.719,,,
KIC5553624,13.118,lurie17,kepler,Gaia DR3 2076762377214436352,25.762,,,
KIC5642620,19.65,lurie17,kepler,Gaia DR3 2073761019713191680,0.987,,,
KIC5643492,8.582,lurie17,kepler,Gaia DR3 2073842452293535488,41.865,,,
KIC5647008,0.799,lurie17,kepler,Gaia DR3 2073805893519055104,0.8,,,
KIC5649206,4.798,lurie17,kepler,Gaia DR3 2073620625831023360,4.893,,,
KIC5652260,10.953,lurie17,kepler,Gaia DR3 2075066724134652672,8.929,,,
KIC5730394,6.285,lurie17,kepler,Gaia DR3 2073848396528601984,5.519,,,
KIC5736461,6.675,lurie17,kepler,Gaia DR3 2075117507830235520,7.346,,,
KIC5768927,4.465,lurie17,kepler,Gaia DR3 2104355239980167040,4.391,,,
KIC5771589,14.581,lurie17,kepler,Gaia DR3 2103649383576941312,10.739,,,
KIC5771719,14.928,lurie17,kepler,Gaia DR3 2103650727904925312,12.265,,,
KIC5785586,0.459,lurie17,kepler,Gaia DR3 2101401848672551552,0.46,,,
KIC5795648,4.434,lurie17,kepler,Gaia DR3 2077379340674822016,4.553,,,
KIC5796185,13.502,lurie17,kepler,Gaia DR3 2077377206070266624,42.559,,,
KIC5796675,16.901,lurie17,kepler,Gaia DR3 2077382707929304832,16.081,,,
KIC5802285,2.403,lurie17,kepler,Gaia DR3 2076667784854673408,2.417,,,
KIC5802470,3.778,lurie17,kepler,Gaia DR3 2076667544336262400,3.792,,,
KIC5866099,23.98,lurie17,kepler,Gaia DR3 2102116531229222144,36.977,,,
KIC5871918,12.447,lurie17,kepler,Gaia DR3 2101775201588409856,12.643,,,
KIC5876360,1.048,lurie17,kepler,Gaia DR3 2101633738247514112,1.051,,,
KIC5887316,0.603,lurie17,kepler,Gaia DR3 2076667372537793664,0.603,,,
KIC5955321,4.968,lurie17,kepler,Gaia DR3 2101415970525160192,11.638,,,
KIC5983532,25.296,lurie17,kepler,Gaia DR3 2073867294384826112,147.288,,,
KIC5986209,16.836,lurie17,kepler,Gaia DR3 2073834996229746432,23.738,,,
KIC5992270,10.98,lurie17,kepler,Gaia DR3 2075142178123255168,58.431,,,
KIC6023859,13.8,lurie17,kepler,Gaia DR3 2104047445444519040,27.01,,,
KIC6025124,7.015,lurie17,kepler,Gaia DR3 2103872691816219776,26.838,,,
KIC6025466,1.112,lurie17,kepler,Gaia DR3 2103868980964488832,1.128,,,
KIC6029130,17.319,lurie17,kepler,Gaia DR3 2100904560177807360,12.592,,,
KIC6041734,10.576,lurie17,kepler,Gaia DR3 2101651781408908160,24.34,,,
KIC6048024,3.696,lurie17,kepler,Gaia DR3 2077390026553647616,62.816,,,
KIC6056992,7.28,lurie17,kepler,Gaia DR3 2077023717382584576,10.431,,,
KIC6058875,1.12,lurie17,kepler,Gaia DR3 2076827901231469952,1.13,,,
KIC6103049,0.642,lurie17,kepler,Gaia DR3 2103732332283777920,0.643,,,
KIC6128027,6.242,lurie17,kepler,Gaia DR3 2077581440350287360,5.456,,,
KIC6128141,1.87,lurie17,kepler,Gaia DR3 2077581513373162624,1.873,,,
KIC6153672,3.329,lurie17,kepler,Gaia DR3 2075163275002509184,3.364,,,
KIC6182019,3.945,lurie17,kepler,Gaia DR3 2104442238838067840,3.665,,,
KIC6182849,7.384,lurie17,kepler,Gaia DR3 2104520510321672704,6.399,,,
KIC6191574,1.033,lurie17,kepler,Gaia DR3 2102408554644740864,1.035,,,
KIC6200709,4.228,lurie17,kepler,Gaia DR3 2101800971392454656,3.724,,,
KIC6209347,2.089,lurie17,kepler,Gaia DR3 2077595154189342592,2.137,,,
KIC6231401,6.055,lurie17,kepler,Gaia DR3 2075341189719889792,6.092,,,
KIC6268722,2.661,lurie17,kepler,Gaia DR3 2103880109221172992,2.638,,,
KIC6283224,0.763,lurie17,kepler,Gaia DR3 2101628176270469760,0.766,,,
KIC6305192,8.793,lurie17,kepler,Gaia DR3 2076942628402548608,8.025,,,
KIC6307083,21.966,lurie17,kepler,Gaia DR3 2076904282933527424,376.94,,,
KIC6311637,1.613,lurie17,kepler,Gaia DR3 2075347340113181184,1.621,,,
KIC6312521,2.973,lurie17,kepler,Gaia DR3 2075345583459289088,3.016,,,
KIC6359798,3.407,lurie17,kepler,Gaia DR3 2101855564714976256,14.154,,,
KIC6370120,18.766,lurie17,kepler,Gaia DR3 2077611303266863360,1.355,,,
KIC6387450,4.034,lurie17,kepler,Gaia DR3 2076909883571157376,3.661,,,
KIC6422170,14.237,lurie17,kepler,Gaia DR3 2104506319750392576,624.312,,,
KIC6436029,24.69,lurie17,kepler,Gaia DR3 2102247132595492608,505.467,,,
KIC6443392,0.776,lurie17,kepler,Gaia DR3 2101692871353628288,0.777,,,
KIC6449552,18.334,lurie17,kepler,Gaia DR3 2077520421762328064,20.149,,,
KIC6452742,1.369,lurie17,kepler,Gaia DR3 2077481938852884736,1.376,,,
KIC6464285,0.835,lurie17,kepler,Gaia DR3 2076920157133013376,0.844,,,
KIC6466939,2.248,lurie17,kepler,Gaia DR3 2075409840479088512,2.286,,,
KIC6468938,6.813,lurie17,kepler,Gaia DR3 2075401353624216320,7.217,,,
KIC6504534,23.948,lurie17,kepler,Gaia DR3 2104078025612319360,28.163,,,
KIC6525196,3.307,lurie17,kepler,Gaia DR3 2077667962475652864,3.421,,,
KIC6548447,9.411,lurie17,kepler,Gaia DR3 2075414096779006848,10.768,,,
KIC6579806,12.298,lurie17,kepler,Gaia DR3 2104699936875918336,9.88,,,
KIC6595662,2.632,lurie17,kepler,Gaia DR3 2102299359397858048,2.681,,,
KIC6599919,17.234,lurie17,kepler,Gaia DR3 2101875463305773312,13.61,,,
KIC6606282,2.107,lurie17,kepler,Gaia DR3 2101747262819457792,2.107,,,
KIC6606934,7.457,lurie17,kepler,Gaia DR3 2101701637390554112,37.807,,,
KIC6614926,2.907,lurie17,kepler,Gaia DR3 2077549661899258368,3.027,,,
KIC6634112,10.065,lurie17,kepler,Gaia DR3 2075427089068650368,9.942,,,
KIC6697716,1.439,lurie17,kepler,Gaia DR3 2077726889425367808,1.443,,,
KIC6707942,12.699,lurie17,kepler,Gaia DR3 2077119512331147904,9.014,,,
KIC6756202,14.777,lurie17,kepler,Gaia DR3 2104886475895317888,290.786,,,
KIC6758917,2.198,lurie17,kepler,Gaia DR3 2104193955369284992,2.236,,,
KIC6778050,0.941,lurie17,kepler,Gaia DR3 2125723183317253376,0.946,,,
KIC6781535,8.031,lurie17,kepler,Gaia DR3 2077687684967175552,9.122,,,
KIC6847018,4.264,lurie17,kepler,Gaia DR3 2105505810180269952,16.662,,,
KIC6859813,6.693,lurie17,kepler,Gaia DR3 2101942327356009216,10.882,,,
KIC6863840,3.759,lurie17,kepler,Gaia DR3 2125724763865270528,3.853,,,
KIC6866228,8.009,lurie17,kepler,Gaia DR3 2125736583615734784,7.702,,,
KIC6891512,3.459,lurie17,kepler,Gaia DR3 2075449835211738752,3.505,,,
KIC6927629,8.877,lurie17,kepler,Gaia DR3 2104911008748830336,7.735,,,
KIC6934587,1.555,lurie17,kepler,Gaia DR3 2105477910072972928,1.571,,,
KIC6939670,4.113,lurie17,kepler,Gaia DR3 2102695389742067072,4.239,,,
KIC6949550,6.934,lurie17,kepler,Gaia DR3 2125731773252011136,7.841,,,
KIC6956014,4.153,lurie17,kepler,Gaia DR3 2077749876091266304,1.851,,,
KIC6962018,1.267,lurie17,kepler,Gaia DR3 2077886593491156864,1.27,,,
KIC6965293,5.069,lurie17,kepler,Gaia DR3 2077223759780704000,5.078,,,
KIC7009828,10.98,lurie17,kepler,Gaia DR3 2104784633631120256,10.642,,,
KIC7024530,10.481,lurie17,kepler,Gaia DR3 2102696557973186304,66.153,,,
KIC7025540,2.138,lurie17,kepler,Gaia DR3 2102699615990109952,2.148,,,
KIC7038831,0.627,lurie17,kepler,Gaia DR3 2077788633875759616,0.627,,,
KIC7047299,16.334,lurie17,kepler,Gaia DR3 2077894839828760576,35.882,,,
KIC7049486,8.797,lurie17,kepler,Gaia DR3 2077222488470323328,26.718,,,
KIC7051984,21.993,lurie17,kepler,Gaia DR3 2077198127417428224,0.678,,,
KIC7105574,8.445,lurie17,kepler,Gaia DR3 2102560459048276608,20.726,,,
KIC7133286,37.955,lurie17,kepler,Gaia DR3 2077241558125153664,38.511,,,
KIC7174349,2.963,lurie17,kepler,Gaia DR3 2116834761375779456,2.974,,,
KIC7174617,1.581,lurie17,kepler,Gaia DR3 2104824456567565696,1.608,,,
KIC7177553,11.841,lurie17,kepler,Gaia DR3 2104965400212348032,17.996,,,
KIC7200102,6.595,lurie17,kepler,Gaia DR3 2125797950108838656,14.666,,,
KIC7212066,4.051,lurie17,kepler,Gaia DR3 2077914699757591808,3.84,,,
KIC7257373,11.809,lurie17,kepler,Gaia DR3 2104838853298097536,10.467,,,
KIC7269493,18.548,lurie17,kepler,Gaia DR3 2102600488143944192,1.908,,,
KIC7284688,0.643,lurie17,kepler,Gaia DR3 2125845710144254720,0.646,,,
KIC7287391,4.979,lurie17,kepler,Gaia DR3 2077820137456443904,4.286,,,
KIC7336754,13.247,lurie17,kepler,Gaia DR3 2104832462386636800,12.155,,,
KIC7362852,7.143,lurie17,kepler,Gaia DR3 2125824269668584960,7.037,,,
KIC7374746,2.658,lurie17,kepler,Gaia DR3 2077917345457338368,2.734,,,
KIC7376983,30.597,lurie17,kepler,Gaia DR3 2078000289864478976,5.645,,,
KIC7377422,54.478,lurie17,kepler,Gaia DR3 2077249907541838208,107.623,,,
KIC7383021,6.959,lurie17,kepler,Gaia DR3 2078703187033543296,0.466,,,
KIC7593110,4.05,lurie17,kepler,Gaia DR3 2105650739556560640,3.549,,,
KIC7601633,9.301,lurie17,kepler,Gaia DR3 2102788126675218048,15.664,,,
KIC7605600,3.809,lurie17,kepler,Gaia DR3 2126014141581543424,3.326,,,
KIC7670485,9.768,lurie17,kepler,Gaia DR3 2105616414178194688,8.468,,,
KIC7678434,21.195,lurie17,kepler,Gaia DR3 2126073961886389888,10.372,,,
KIC7684873,5.695,lurie17,kepler,Gaia DR3 2125873502870708864,2.947,,,
KIC7732791,2.047,lurie17,kepler,Gaia DR3 2105207842528705152,2.064,,,
KIC7733540,1.545,lurie17,kepler,Gaia DR3 2105292608003774464,0.773,,,
KIC7750740,5.932,lurie17,kepler,Gaia DR3 2126086400111993088,5.874,,,
KIC7767559,5.024,lurie17,kepler,Gaia DR3 2078784688334054272,4.409,,,
KIC7798259,1.721,lurie17,kepler,Gaia DR3 2116934374556640896,1.734,,,
KIC7802136,13.92,lurie17,kepler,Gaia DR3 2105297658883991936,10.98,,,
KIC7811211,0.901,lurie17,kepler,Gaia DR3 2102995144098606464,0.902,,,
KIC7816680,11.056,lurie17,kepler,Gaia DR3 2102821283823443328,8.585,,,
KIC7836330,0.655,lurie17,kepler,Gaia DR3 2078789017661319040,0.658,,,
KIC7837526,20.549,lurie17,kepler,Gaia DR3 2078780187208506368,28.297,,,
KIC7838639,4.147,lurie17,kepler,Gaia DR3 2078800459454518912,4.226,,,
KIC7838906,2.096,lurie17,kepler,Gaia DR3 2078754176885806080,5.615,,,
KIC7840035,5.762,lurie17,kepler,Gaia DR3 2078756719506625536,13.542,,,
KIC7846730,13.713,lurie17,kepler,Gaia DR3 2078603608206614400,11.028,,,
KIC7877824,8.701,lurie17,kepler,Gaia DR3 2105673794941783040,9.449,,,
KIC7885570,1.704,lurie17,kepler,Gaia DR3 2126842864110258048,1.729,,,
KIC7919653,4.179,lurie17,kepler,Gaia DR3 2075945268278366464,4.21,,,
KIC7941635,0.76,lurie17,kepler,Gaia DR3 2105124485803706880,0.763,,,
KIC7943602,14.413,lurie17,kepler,Gaia DR3 2106569965636548992,14.692,,,
KIC7950775,7.98,lurie17,kepler,Gaia DR3 2102969580454252672,8.967,,,
KIC7967100,1.915,lurie17,kepler,Gaia DR3 2078292485078110336,1.927,,,
KIC7971389,11.738,lurie17,kepler,Gaia DR3 2078058941938623616,26.35,,,
KIC7985167,1.368,lurie17,kepler,Gaia DR3 2078986002040888960,1.384,,,
KIC7987749,17.545,lurie17,kepler,Gaia DR3 2075994265266955776,17.031,,,
KIC8005892,19.672,lurie17,kepler,Gaia DR3 2117325697617090304,958.0,,,
KIC8008128,8.662,lurie17,kepler,Gaia DR3 2105363079825955200,14.854,,,
KIC8019043,1.963,lurie17,kepler,Gaia DR3 2103020948262373120,1.986,,,
KIC8075618,7.9,lurie17,kepler,Gaia DR3 2117292059433422720,17.561,,,
KIC8081482,2.745,lurie17,kepler,Gaia DR3 2106596766233132416,2.819,,,
KIC8088354,2.876,lurie17,kepler,Gaia DR3 2103113101079607168,2.898,,,
KIC8094140,0.705,lurie17,kepler,Gaia DR3 2126862998917377792,0.706,,,
KIC8095099,4.134,lurie17,kepler,Gaia DR3 2126103030225852288,4.206,,,
KIC8097825,2.872,lurie17,kepler,Gaia DR3 2126158521201687808,2.937,,,
KIC8098300,4.306,lurie17,kepler,Gaia DR3 2125971226269667584,4.306,,,
KIC8111622,6.56,lurie17,kepler,Gaia DR3 2078824476911805440,15.446,,,
KIC8127648,2.034,lurie17,kepler,Gaia DR3 2076035698801401728,2.047,,,
KIC8128067,3.213,lurie17,kepler,Gaia DR3 2076059411327132160,12.43,,,
KIC8128965,7.155,lurie17,kepler,Gaia DR3 2076056490749514240,7.14,,,
KIC8145789,1.667,lurie17,kepler,Gaia DR3 2105322535334781312,1.671,,,
KIC8155368,0.716,lurie17,kepler,Gaia DR3 2103038299930305280,0.719,,,
KIC8176653,22.706,lurie17,kepler,Gaia DR3 2079615231927255808,2.867,,,
KIC8179747,14.954,lurie17,kepler,Gaia DR3 2079581421944570496,17.946,,,
KIC8195877,1.487,lurie17,kepler,Gaia DR3 2076059995442715392,1.51,,,
KIC8211824,0.839,lurie17,kepler,Gaia DR3 2117301405282330496,0.841,,,
KIC8223328,7.109,lurie17,kepler,Gaia DR3 2103129696833160576,35.516,,,
KIC8229048,6.256,lurie17,kepler,Gaia DR3 2126868255957307008,5.479,,,
KIC8231877,2.614,lurie17,kepler,Gaia DR3 2126203910416539264,2.616,,,
KIC8242681,3.933,lurie17,kepler,Gaia DR3 2078317327170469760,4.021,,,
KIC8244173,2.167,lurie17,kepler,Gaia DR3 2079615025768875776,2.184,,,
KIC8279765,2.732,lurie17,kepler,Gaia DR3 2105352840624048640,2.758,,,
KIC8285254,7.419,lurie17,kepler,Gaia DR3 2105915824938182656,7.536,,,
KIC8288719,1.509,lurie17,kepler,Gaia DR3 2106058074255170048,1.51,,,
KIC8296467,9.242,lurie17,kepler,Gaia DR3 2126871966809171328,10.303,,,
KIC8299947,5.515,lurie17,kepler,Gaia DR3 2126170650189408896,5.366,,,
KIC8301013,4.245,lurie17,kepler,Gaia DR3 2126356983051726720,4.428,,,
KIC8312222,12.82,lurie17,kepler,Gaia DR3 2079593138616012544,12.823,,,
KIC8316503,5.066,lurie17,kepler,Gaia DR3 2078939616394641280,5.065,,,
KIC8323764,5.922,lurie17,kepler,Gaia DR3 2079036991895439872,6.714,,,
KIC8345358,11.905,lurie17,kepler,Gaia DR3 2105392182524649728,9.381,,,
KIC8356054,16.708,lurie17,kepler,Gaia DR3 2103138973963031424,17.081,,,
KIC8364119,8.954,lurie17,kepler,Gaia DR3 2126231771863112960,7.736,,,
KIC8364969,7.672,lurie17,kepler,Gaia DR3 2126188036217701504,22.572,,,
KIC8365739,2.34,lurie17,kepler,Gaia DR3 2126173673846414336,2.389,,,
KIC8374499,6.044,lurie17,kepler,Gaia DR3 2079820153405652992,5.252,,,
KIC8381592,5.663,lurie17,kepler,Gaia DR3 2078944667276150912,5.784,,,
KIC8409588,2.708,lurie17,kepler,Gaia DR3 2117401392119700352,2.722,,,
KIC8411947,1.767,lurie17,kepler,Gaia DR3 2105356929432987392,1.798,,,
KIC8429817,5.667,lurie17,kepler,Gaia DR3 2126235658815015552,6.263,,,
KIC8435247,0.695,lurie17,kepler,Gaia DR3 2126410068846203776,0.696,,,
KIC8458207,3.616,lurie17,kepler,Gaia DR3 2076130295468844672,3.53,,,
KIC8479107,0.765,lurie17,kepler,Gaia DR3 2106628892588494976,0.768,,,
KIC8479386,11.922,lurie17,kepler,Gaia DR3 2106722209339813376,11.721,,,
KIC8509781,18.806,lurie17,kepler,Gaia DR3 2078938619961982592,70.336,,,
KIC8543278,8.603,lurie17,kepler,Gaia DR3 2106680226037610624,7.549,,,
KIC8552540,1.059,lurie17,kepler,Gaia DR3 2127127122225065088,1.062,,,
KIC8552719,17.457,lurie17,kepler,Gaia DR3 2127132821641254272,88.407,,,
KIC8559863,38.881,lurie17,kepler,Gaia DR3 2126567711325352576,22.47,,,
KIC8580438,7.55,lurie17,kepler,Gaia DR3 2079102756433833856,6.496,,,
KIC8590527,0.737,lurie17,kepler,Gaia DR3 2082085795891520384,0.74,,,
KIC8604993,6.44,lurie17,kepler,Gaia DR3 2105425030434678400,6.57,,,
KIC8608490,1.079,lurie17,kepler,Gaia DR3 2106772619373378816,1.083,,,
KIC8616873,0.576,lurie17,kepler,Gaia DR3 2127131932584216064,0.576,,,
KIC8618226,5.956,lurie17,kepler,Gaia DR3 2127144267734388736,5.882,,,
KIC8620561,0.781,lurie17,kepler,Gaia DR3 2126990847205972736,0.782,,,
KIC8621026,4.732,lurie17,kepler,Gaia DR3 2126995490067621376,4.059,,,
KIC8669092,0.997,lurie17,kepler,Gaia DR3 2117433892134409984,1.001,,,
KIC8678664,15.919,lurie17,kepler,Gaia DR3 2106169296727721600,15.42,,,
KIC8719897,3.104,lurie17,kepler,Gaia DR3 2082108645117526528,3.151,,,
KIC8733497,15.227,lurie17,kepler,Gaia DR3 2105432658296665344,76.82,,,
KIC8736245,4.94,lurie17,kepler,Gaia DR3 2106887209100717440,5.069,,,
KIC8746310,8.325,lurie17,kepler,Gaia DR3 2127163818425743744,6.856,,,
KIC8784288,3.713,lurie17,kepler,Gaia DR3 2082119507101341184,3.655,,,
KIC8845026,4.272,lurie17,kepler,Gaia DR3 2082166236346124544,66.468,,,
KIC8848104,0.823,lurie17,kepler,Gaia DR3 2082127508618059648,0.825,,,
KIC8848271,13.575,lurie17,kepler,Gaia DR3 2082127169323121024,9.992,,,
KIC8879427,9.571,lurie17,kepler,Gaia DR3 2127249339814043264,16.313,,,
KIC8906676,15.442,lurie17,kepler,Gaia DR3 2079397730483746304,8.21,,,
KIC8938628,19.304,lurie17,kepler,Gaia DR3 2106386553354297600,6.862,,,
KIC8939650,3.578,lurie17,kepler,Gaia DR3 2106436821649985152,3.655,,,
KIC8953059,5.23,lurie17,kepler,Gaia DR3 2126657939999133824,5.5,,,
KIC8953257,3.158,lurie17,kepler,Gaia DR3 2126611279474459648,3.222,,,
KIC8953426,5.116,lurie17,kepler,Gaia DR3 2126611897949770112,5.332,,,
KIC8957954,4.253,lurie17,kepler,Gaia DR3 2127968729658199552,4.36,,,
