uid,CaIIHK_snr,SIndex,SIndexSigma,SIndexOri,SIndexOriSigma,source_id,ra,dec,type,period,eccentricity,K1,mass_ratio,f1,f1err,f2,f2err,inclination,teff,teff_err,logg,logg_err,feh,feh_err,logrRprimehk,logrRprimehkerr,logrRprimehkerrUniform,w3mag,w3magerr,kmag,kmagerr,Gmag,BpRp,iso_mass,iso_mass_err,iso_rad,iso_rad_err,iso_lum,iso_lum_err
G16164724472916,51.795576,0.662451,0.032414,0.297633,0.006316,Gaia DR3 866086516087727360,111.48813,22.332699,EclipsingBinary,0.3087187707424164,0.0,,,0.92989581823349,0.005144153,1.0,4.9999517e-08,67.99915722554503,6262.68,21.66,4.168,0.03,-0.627,0.017,-3.93294,0.02448,0.07584,10.489,0.084,10.814,0.02,12.000201,0.6568394,0.958829989786647,0.0101270363627482,1.3209030360992269,0.0523670056520941,2.404743826925231,0.1980839469604138
G16164952220104,27.540465,0.044868,0.058968,0.177293,0.01149,Gaia DR3 866127198017470080,110.47833,21.814342,Orbital,532.845488591522,0.6556343364559126,,,,,,,,,,,,,,,,,10.982,0.133,11.432,0.019,13.111712,0.9396858,1.0946352807659838,0.0816108554852878,2.381959121612523,0.2062266876083367,4.641821465503589,0.8305569452525614
G16164969975487,22.484967,0.764924,0.069376,0.3176,0.013518,Gaia DR3 865917427518527104,110.75944,21.538169,EclipsingBinary,0.4199433326721191,0.0,,,1.0317074060440063,,1.05832040309906,0.0015665559,85.777688842603,6393.92,37.385,4.139,0.053,-0.058,0.032,-3.83813,0.04429,0.06359,,,,,15.316663,0.75597,1.2960539607081911,0.0260578211961259,1.5714086162845924,0.1099554099977278,3.757894399246245,0.4805865994720921
G16165057426057,38.846553,-0.197385,0.050353,0.130089,0.009812,Gaia DR3 869238163088797184,110.03665,22.598604,SB1,539.3544803812923,0.1724811192799506,6.754472617126997,,,,,,,,,,,,,,,,9.093,0.033,9.149,0.022,11.485801,1.2764692,0.973141683819002,0.0913960468085757,7.675669006792226,0.516047682985513,25.0759252305344,3.633295876805056
G16165108388623,53.431725,0.121843,0.034895,0.192292,0.0068,Gaia DR3 866203545355896192,110.04641,22.292068,Orbital,836.2070122659078,0.1985420061998873,,,,,,,,6028.79,17.56,4.264,0.024,0.162,0.014,-5.23353,,,11.821,0.274,11.566,0.02,12.823739,0.74030876,1.17704587494578,0.0204949519426149,1.326338956746685,0.0462624435239766,2.0954136470582907,0.1638244607246962
G16165275653685,21.658941,0.019616,0.072777,0.172373,0.014181,Gaia DR3 865051665189994624,111.461084,20.725722,SB1,7.304554026023299,0.1438036549919827,5.798084918014099,,,,,,,,,,,,,,,,9.698,0.049,9.761,0.02,11.715137,1.1002417,2.2945712384002785,0.104000728474447,9.651745905991154,0.7635858418401638,60.552672044179616,10.19790330771912
G16165391203860,14.929234,0.498839,0.103956,0.265752,0.020257,Gaia DR3 864983671565159552,112.057553,20.366003,SB1,3.068472084265664,0.0322961481838851,32.63007690022566,,,,,,,4781.14,28.03,2.225,0.04,-0.548,0.024,-4.53967,0.10124,0.09553,9.842,0.052,10.145,0.02,12.253429,1.2603083,1.510408266580266,0.1977499453173573,15.344700262085114,1.5801206911339634,110.26745721341226,22.454426034153805
G16165448155669,42.001026,0.719021,0.036953,0.308656,0.007201,Gaia DR3 865014183012807936,112.03377,20.623311,EclipsingBinary,0.3687880933284759,0.0,,,1.0348598957061768,,1.070369005203247,0.0021560695,72.33120470662563,5843.875,48.88,4.161,0.073,-0.108,0.047,-3.99142,0.02864,0.07085,,,,,13.988097,0.84409714,0.9963131740147108,0.039087690888538,1.3168436502039755,0.1248920109926328,1.82204091083132,0.3570665477466361
G16165540700606,93.059534,0.972105,0.01735,0.357971,0.003381,Gaia DR3 3363025470842158848,110.62639,20.313671,EclipsingBinary,0.6456053853034973,0.0,,,0.9440274834632874,0.0018995681,0.8619719743728638,0.0128712375,72.85762104633685,7648.914,21.847,4.121,0.029,-0.383,0.016,-3.63446,0.00813,0.04676,11.591,0.272,11.553,0.023,12.362832,0.40123558,1.4463030770181,0.0258017566515262,1.7011386445452463,0.0665017980261247,8.839552025933111,0.6143175049065386
G16165601854509,54.406931,-0.222671,0.030851,0.125162,0.006011,Gaia DR3 865836239753935360,110.87982,21.008603,SB1,1209.210758149772,0.181605479591145,4.842441021375186,,,,,,,,,,,,,,,,8.796,0.031,8.931,0.015,11.469203,1.3994503,1.247583073153166,0.2380887404173093,16.71784099615454,2.116545779792792,100.89932045705,26.894175043834075
G16165902015549,36.164062,0.371994,0.043909,0.241036,0.008556,Gaia DR3 3362724475236785024,111.540562,19.418557,Orbital,870.6435953690923,0.5405287574186239,,,,,,,,5451.74,23.13,4.626,0.032,0.065,0.018,-4.45804,0.06812,,10.39,0.089,10.434,0.018,12.224716,0.9943228,0.9389241511430024,0.0106041937401355,0.8312535179874552,0.0151690655979169,0.551248457378501,0.0255554215633474
G16165952255517,32.59601,0.425261,0.047692,0.251415,0.009293,Gaia DR3 3362552543403422080,111.644587,18.965685,SB1,0.7254033407017985,0.1504741246884242,55.58084064139746,,,,,,,5729.56,22.7,4.047,0.032,-0.422,0.019,-4.29896,0.06317,,10.826,0.119,11.008,0.019,12.434782,0.8059015,0.8783243242504103,0.0200089627881674,1.4436738691230635,0.0712373396621599,2.0097052258999524,0.1923563037649984
G16166102879426,15.775608,0.811251,0.098807,0.326627,0.019253,Gaia DR3 3362766398414659712,111.731007,19.762507,EclipsingBinary,0.4373261630535126,0.0,,,1.0309324264526367,,1.036882400512695,2.1124654e-06,70.2498479910368,6432.66,55.35,4.149,0.075,-0.122,0.054,-3.80329,0.05955,0.05967,11.532,0.24,11.444,0.021,12.711821,0.6747484,1.241164656192378,0.0586363002659462,1.4992325441913972,0.1633943686712131,3.4774436332058363,0.7602565479072056
G16166304225110,34.649406,0.347093,0.04487,0.236183,0.008743,Gaia DR3 3423712770323707392,90.76302,22.41938,,,,,,,,,,,6098.42,27.03,4.448,0.038,0.186,0.022,-4.31388,0.07706,,10.713,0.115,10.817,0.02,12.221659,0.80708504,1.177425063446957,0.0103138488847937,1.1043380863341714,0.0247154062682363,1.5206508924462154,0.0853717180646232
G16166539943549,16.28087,-0.169717,0.096212,0.13548,0.018748,Gaia DR3 3374915447849737984,92.91641,19.996827,SB1,0.90096249942964,0.1814456327311797,7.010066450517919,,,,,,,,,,,,,,,,10.073,0.082,9.96,0.019,12.638566,1.5213518,2.498416530343964,0.1509212487109483,10.80121506991104,0.7479343213292324,68.63002306828474,10.04770899564953
G16166540655425,34.30113,0.367509,0.04573,0.240162,0.008911,Gaia DR3 3374937992134896256,93.00568,19.99655,,,,,,,,,,,5637.73,35.64,4.643,0.049,0.058,0.029,-4.40889,0.07412,,11.408,0.245,11.54,0.021,13.100086,0.9033117,0.977668817286978,0.0194784860211166,0.8776791917027066,0.0191123275553957,0.6950090077941046,0.0414817810085323
G16166598949241,213.635102,0.103992,0.013907,0.188814,0.00271,Gaia DR3 3375361578989946368,92.942785,21.326054,,,,,,,,,,,6016.771,29.922,4.159,0.043,0.28,0.023,-5.59348,,,10.225,0.085,10.169,0.021,11.4833355,0.77381897,1.297643574721124,0.0270634179756139,1.5658838542822675,0.0835514286511171,2.9118587891312946,0.2761745787537443
G16166697570877,145.102465,0.444184,0.010856,0.255102,0.002115,Gaia DR3 3375299800179324160,92.046373,21.141561,SB1,3.0039569160274,0.0472359782194519,21.44563069378769,,,,,,,6072.0,12.18,4.16,0.015,-0.323,0.007,-4.18213,0.01347,,9.273,0.04,9.356,0.019,10.725008,0.7533989,0.9996762374630735,0.0001191294041653,1.374889724147009,0.0179188320187459,2.320644850759563,0.0456203374982808
G16166952678263,332.127576,0.295242,0.005439,0.22608,0.00106,Gaia DR3 3376949338201658112,92.913406,22.038306,SB1,0.6575824785334464,0.1184776781836284,16.635733180692384,,,,,,,6608.475,13.471,3.986,0.017,0.17,0.007,-4.29926,0.01079,,9.78,0.049,9.754,0.017,11.054739,0.66683483,1.5496126983184593,0.0001875724552091,2.0833868757900493,0.0120416256325103,7.467216147121493,0.0274591932168868
G16166966614479,44.84288,0.167812,0.034371,0.201249,0.006697,Gaia DR3 3375440292853211392,92.756065,21.768778,Orbital,646.1653584794977,0.2259169897874378,,,,,,,,6256.97,25.56,4.289,0.035,-0.041,0.02,-4.77134,,,11.546,0.232,11.49,0.018,12.665939,0.705225,1.1585926510072837,0.0104606789611959,1.2711591076310134,0.058650405192679,2.22513420006914,0.2111301832542946
G16166990667798,57.20979,0.369405,0.027045,0.240531,0.00527,Gaia DR3 3376930165467652608,93.082468,21.815594,Orbital,572.4780328596754,1.1144931735625538e-05,,,,,,,,6343.51,24.28,4.303,0.033,0.046,0.018,-4.22204,0.04087,,10.947,0.123,11.133,0.018,12.308463,0.6880131,1.1965499058007063,0.0262670003663807,1.267253061188756,0.0855713308959617,2.2784807281994346,0.3614909743363448
G16166999306833,75.35614,0.55418,0.020757,0.276535,0.004045,Gaia DR3 3424988792225139840,92.802019,22.112616,Orbital,583.4158564056992,0.1693840245410185,,,,,,,,7041.68,19.215,4.072,0.025,-0.034,0.013,-3.9187,0.01822,0.09085,10.856,0.117,10.942,0.022,12.232927,0.76692295,1.498787404577886,0.0244439486480259,1.811211135074685,0.0864001152678559,7.211568216612003,0.6983066302972364
G16167034442523,48.619305,0.358095,0.032057,0.238327,0.006246,Gaia DR3 3425060500998964608,92.54577,22.472431,Orbital,534.860827961576,0.4307829729679728,,,,,,,,6470.52,24.37,4.175,0.034,-0.198,0.02,-4.21452,0.04976,,,,,,13.280761,0.7316332,1.1988105867389725,0.025361228850841,1.462306805875028,0.0866627501193653,3.3393978894316776,0.3810307270487607
G16167096424480,13.084549,0.230207,0.116521,0.213407,0.022705,Gaia DR3 3375397484916393472,92.402805,21.331648,Orbital,540.3605071498367,0.2818168256828945,,,,,,,,5142.93,25.61,4.609,0.036,-0.636,0.023,-4.82847,,,,,,,13.982998,1.0526733,0.6797418178462321,0.0001073677021794,0.6837411156847026,0.0266242826875182,0.2902872942914498,0.0254948754209082
G16167154062191,195.63768,0.458375,0.007986,0.257867,0.001556,Gaia DR3 3423524861211389056,91.864546,22.079937,AstroSpectroSB1,240.76452482643415,0.3515370848232114,,,,,,,,6973.83,13.36,4.048,0.016,-0.02,0.007,-4.01824,0.00879,0.12368,9.126,0.037,9.165,0.017,10.086417,0.5287447,1.54954750874194,0.0001792484291562,1.956558222017031,0.0473366346587442,8.142330878204568,0.3883794588118267
G16167291121861,34.74935,-0.022007,0.044526,0.164262,0.008676,Gaia DR3 3423447242562836224,92.088721,21.617562,SB1,1333.6109901280972,0.3770845247087558,10.650628604204782,,,,,,,,,,,,,,,,8.668,0.052,9.131,0.021,11.855409,1.5153217,2.366809661533546,0.2506177121614116,12.139677541989574,1.2360013659019584,74.76987450478688,16.168526997645245
G16167387201345,99.546813,0.19832,0.016511,0.207194,0.003217,Gaia DR3 3370434560010017024,95.801984,17.468607,AstroSpectroSB1,172.11479082640088,0.1349639656520076,,,,,,,,5183.483,57.495,4.537,0.087,0.259,0.052,-4.9161,0.05747,,9.67,0.041,9.728,0.017,11.809258,1.18542,0.895741536696095,0.0300965797307536,0.8544807457920417,0.0486102739447233,0.4750693415254758,0.0628716062556239
G16167390987178,72.379204,0.190694,0.04395,0.205708,0.008564,Gaia DR3 3370425145441701376,95.943,17.55186,Orbital,700.460215270228,0.1544621288507241,,,,,,,,6282.913,29.48,4.177,0.041,-0.096,0.024,-4.65932,,,10.184,0.077,10.201,0.018,11.354914,0.6718693,1.1959240189318263,0.0342889643935442,1.4470199062992533,0.0916380657398575,2.890796578665037,0.3884353253086076
G16167479650448,242.15787,0.126252,0.006456,0.193151,0.001258,Gaia DR3 3370749436950886400,94.770774,18.28119,AstroSpectroSB1,1022.1799357453224,0.4760134092718057,,,,,,,,5692.98,9.82,4.04,0.012,-0.25,0.005,-5.30521,0.08609,,8.734,0.029,8.773,0.022,10.230911,0.835062,1.5427683594713597,0.3221985389144141,1.9906766986635107,0.2844597453488298,3.646986505322682,0.8824102331329625
G16167534969148,18.371483,0.494084,0.087549,0.264825,0.017059,Gaia DR3 3370809566493821696,95.4786,18.380186,Orbital,1331.9590565958908,0.2534701918507446,,,,,,,,5230.28,29.01,4.679,0.041,0.124,0.024,-4.37812,0.09522,0.11116,11.056,0.137,11.146,0.021,13.252808,1.1645241,0.8988830379383927,0.0103726256645078,0.7965787953383963,0.0138237450251492,0.4252828035431364,0.0206946608142938
G16167642238570,146.013385,0.641152,0.013865,0.293482,0.002702,Gaia DR3 3372452060766154880,96.013796,19.629628,SB1,3.4047606116625,0.0548063881551152,34.67952659007344,,,,,,,6903.37,11.31,4.15,0.014,-0.288,0.007,-3.8586,0.01041,0.07621,10.503,0.109,10.527,0.022,11.40896,0.5114918,1.349504000000006,0.0001502799999999,1.5587323641308644,0.0037609630443605,4.954174249216614,0.0132916217740226
G16167647006686,26.878543,0.218131,0.057332,0.211054,0.011171,Gaia DR3 3372452404363537792,96.067172,19.658871,SB1,10.65867015942984,0.1220332712681053,33.06434277646275,,,,,,,6148.975,27.42,4.288,0.038,0.004,0.023,-4.59813,,,10.962,0.135,11.019,0.022,12.329187,0.7415457,1.1393740538291903,0.0103244307204429,1.2602678007279526,0.0655219325890084,2.0415568443885905,0.2199537086498529
G16167849386891,99.91187,0.081193,0.016013,0.184371,0.00312,Gaia DR3 3375478848778792832,95.553366,19.893675,SB1,8.964762501945806,0.0614727189914359,24.791130649723662,,,,,,,5270.0,21.11,4.392,0.026,0.065,0.012,-6.38178,,,9.404,0.042,9.591,0.023,11.420158,1.028307,0.8398534822095179,0.0001044727620174,0.9756962001432424,0.0240375083296016,0.6606833384123345,0.0373488995759122
G16167884200784,32.88108,0.153998,0.046296,0.198558,0.009021,Gaia DR3 3374165001101198848,93.306744,19.710447,SB1,23.89758144620308,0.1605507459559511,18.95461533627313,,,,,,,6256.35,23.35,4.09,0.032,-0.162,0.019,-4.84939,,,11.956,0.308,11.249,0.018,12.5771265,0.7658634,1.1743756285732794,0.0444971033891974,1.634469180040229,0.0842921971319585,3.720085083412722,0.3952298251082531
G16167910849335,37.55592,0.203681,0.042128,0.208239,0.008209,Gaia DR3 3374108303235794304,93.798429,19.66627,SB1,99.1498276874492,0.065126256913578,26.392680771914048,,,,,,,5449.71,32.12,3.242,0.044,0.104,0.025,-4.87216,,,9.845,0.057,9.971,0.017,12.491351,1.4290714,,,,,,
G16168292989256,24.744641,0.719773,0.075003,0.308802,0.014615,Gaia DR3 3370914737353747840,95.498494,18.985935,SB1,1141.9538883359885,0.4889454589743247,12.544601857375016,,,,,,,5611.145,44.68,3.249,0.062,0.068,0.037,-4.0923,0.05371,0.07088,8.848,0.029,9.021,0.021,11.603109,1.3590555,1.9834129334686168,0.1488870438634088,5.435937132499502,0.8531970015916306,26.44547682318218,8.60358414445685
G16168353129265,138.1094,0.012736,0.011489,0.171032,0.002239,Gaia DR3 3370881825023353216,95.262982,18.767095,Orbital,579.6068577677985,0.0203676404404894,,,,,,,,,,,,,,,,,7.825,0.019,7.9,0.031,9.97198,1.1353283,1.941497575209192,0.0801331553828957,6.877847441390793,0.3541106992185616,27.280414390129064,2.9268502033170805
G16168353129265,138.1094,0.012736,0.011489,0.171032,0.002239,Gaia DR3 3370881825023353216,95.262982,18.767095,SB1,592.0765689791335,0.2329823161320053,16.069621812849423,,,,,,,,,,,,,,,,7.825,0.019,7.9,0.031,9.97198,1.1353283,1.941497575209192,0.0801331553828957,6.877847441390793,0.3541106992185616,27.280414390129064,2.9268502033170805
G16168364242220,13.214034,0.508779,0.118933,0.267689,0.023175,Gaia DR3 3370904639889001856,95.3742,19.05266,,,,,,,,,,,4939.432,48.51,2.438,0.071,-0.431,0.047,-4.47027,0.13007,0.09752,11.878,0.313,11.595,0.018,14.705577,1.734911,1.5858577243351746,0.3581798584774689,11.935093234143862,1.9520812562469807,72.97937088286749,26.25899773236453
G16168549370796,11.377584,0.809595,0.136438,0.326305,0.026586,Gaia DR3 3376378932185210368,96.173858,22.099046,EclipsingBinary,0.4780399203300476,0.0,,,1.047120451927185,,1.1063427925109863,1.1841026e-06,70.63123209391198,6605.11,43.0,4.101,0.063,0.047,0.043,-3.77896,0.08289,0.05898,,,,,14.352604,0.9049015,1.3959387641334984,0.0504503727302267,1.6988784951604907,0.1576950025764528,4.884675032796143,0.9136680534172698
G16168603101017,188.5789,0.458245,0.00828,0.257842,0.001613,Gaia DR3 3376404190891617280,96.25873,22.23183,,,,,,,,,,,6205.46,13.03,4.301,0.016,0.019,0.007,-4.13419,0.00997,,9.447,0.044,9.543,0.019,10.727372,0.7114773,1.159783782675007,0.0001662045263555,1.2426143454465215,0.0183698437350271,2.053402179269724,0.0561278632744906
G16168788177650,19.146358,0.786323,0.082005,0.32177,0.015979,Gaia DR3 3376996857719996288,94.234635,22.095635,SB1,39.07722421508795,0.0577509329804763,36.3298952606168,,,,,,,4679.18,30.55,2.1,0.043,-0.429,0.025,-4.38016,0.04841,0.05794,8.872,0.038,9.082,0.021,12.062172,1.6466904,1.6338640070911887,0.1995906299414422,18.15960521527797,1.6987686782461182,141.7003192377625,26.38253028205139
G16168826038459,49.341316,0.112236,0.032528,0.19042,0.006338,Gaia DR3 3377128631615028352,94.26263,23.05812,,,,,,,,,,,5697.89,30.46,4.131,0.041,0.329,0.023,-5.53881,,,11.024,0.145,11.026,0.025,12.524687,0.8752537,1.1116134261863926,0.0720142106210241,1.515136098816721,0.1031608781218473,2.182340451763952,0.3166311135040346
G16168830825424,109.30527,0.018261,0.014547,0.172108,0.002835,Gaia DR3 3377110455313451264,94.37902,22.85095,SB1,452.62429453240736,0.0750733354899089,9.692706301635434,,,,,,,,,,,,,,,,7.629,0.025,7.835,0.033,10.252901,1.4044495,1.845503857012457,0.1255844277403068,11.69828353452721,0.6075651920629417,74.6027812459079,8.376038664128984
G16168978387523,139.60628,0.296065,0.011251,0.22624,0.002192,Gaia DR3 3375872675802285440,95.68003,20.85322,,,,,,,,,,,5818.1,18.36,4.487,0.023,0.002,0.01,-4.48702,0.02439,,9.628,0.048,9.649,0.022,11.036361,0.8087387,1.0183760018560917,0.0102204195344184,0.962463371415196,0.0237579577039313,0.9515269806831248,0.0477991791908561
G16169036749248,10.494246,0.216274,0.146369,0.210692,0.028521,Gaia DR3 3375939544151149312,95.951268,21.61738,,,,,,,,,,,5384.77,30.86,4.589,0.043,-0.274,0.029,-4.81653,,,11.242,0.194,11.255,0.018,13.158283,0.98427963,0.7991385538367685,0.0105187432377303,0.7561189001552452,0.0251372642325759,0.4333658973988347,0.0322941415314546
G16169061739830,145.54946,0.305364,0.010706,0.228052,0.002086,Gaia DR3 3375932564826263168,96.01294,21.45869,,,,,,,,,,,6243.33,14.76,4.366,0.019,-0.102,0.009,-4.35399,0.02111,,9.919,0.059,9.893,0.02,11.081986,0.6874094,1.119504450641008,0.0001366137499632,1.1248019642350315,0.0147576744528543,1.74243988359748,0.0528958456480225
G16169087877785,177.36841,1.165203,0.008827,0.395597,0.00172,Gaia DR3 3375972770016897152,95.119152,21.543768,SB1,4.746108706459923,0.1933184104955601,48.028346301451606,,,,,,,8815.94,8.19,4.018,0.01,-0.332,0.005,-3.57754,0.00342,0.03845,11.029,0.154,11.092,0.02,11.773806,0.38467216,,,,,,
G16169099126826,35.61598,0.486059,0.043429,0.263262,0.008462,Gaia DR3 3375895353227387392,95.481435,21.16334,Orbital,715.142840826666,0.5333028914216972,,,,,,,,6808.45,30.86,4.044,0.043,0.015,0.026,-4.00459,0.04511,0.1112,,,,,13.540685,0.9094248,1.4947876141616103,0.0504363222477673,1.9068614212850123,0.1278371397137407,7.1090988355007365,0.9820557183146263
G16169114783750,32.71011,0.744903,0.061781,0.313699,0.012038,Gaia DR3 3375969982581306496,95.372887,21.533061,EclipsingBinary,0.4116557240486145,0.0,,,1.0351378917694092,,1.10548198223114,5.503746e-07,63.06381279545556,6628.755,74.912,4.195,0.116,-0.475,0.075,-3.8158,0.04087,0.06529,11.777,0.315,11.861,0.021,13.19585,0.8102026,1.1162189738985313,0.0509318373912068,1.3270562013314215,0.1960560213437803,3.0578407315631835,0.9126092917198216
G16169166377279,41.540929,0.264475,0.044005,0.220085,0.008575,Gaia DR3 3375880166225246976,95.77686,20.97275,,,,,,,,,,,5576.264,32.472,4.524,0.045,0.109,0.026,-4.62967,0.12852,,11.726,0.277,11.711,0.026,13.312509,0.916152,0.9790077517449752,0.0104347692909884,0.9028231980223916,0.0300436932695928,0.7099708354684753,0.0530323733451185
G16169177320908,41.194577,1.722392,0.074569,0.504168,0.01453,Gaia DR3 3375716034051933056,96.2147,21.106962,EclipsingBinary,1.3104617595672607,0.0,,,0.8663274049758911,0.008876403,0.8177462816238403,0.012190193,80.90592664349718,12104.4,15.97,4.368,0.022,0.436,0.012,-3.37816,0.01926,0.02559,,,,,13.807332,0.61626434,,,,,,
G16169187166254,29.364127,0.714509,0.059436,0.307776,0.011581,Gaia DR3 3375717442801012864,96.043762,21.056925,EclipsingBinary,1.1190162897109983,0.0,,,1.060994267463684,,1.1563535928726196,0.0019017162,58.98607374774206,6846.396,55.908,3.946,0.085,-0.104,0.054,-3.8116,0.04002,0.06738,,,,,14.153376,0.9810419,1.4902862657868456,0.0758666026054748,2.0740970928467344,0.2529326750657095,8.529238087190254,2.10593704638589
G16169235013144,20.542645,0.384645,0.089478,0.243501,0.017435,Gaia DR3 3376725694964116992,95.214608,21.651585,SB1,152.46216791280858,0.1405666545869307,18.84293452096272,,,,,,,6642.51,42.545,4.139,0.062,-0.218,0.041,-4.14716,,,10.365,0.097,10.435,0.023,11.6825075,0.74501514,1.2488669031381738,0.0263092973884431,1.543943843166626,0.127145099379206,4.1557993590753,0.6802709241120597
G16169446422942,80.044155,0.346207,0.046448,0.236011,0.009051,Gaia DR3 3376003689485061376,95.578465,21.813046,,,,,,,,,,,6072.49,27.77,4.408,0.036,0.177,0.021,-4.32197,0.08054,,10.319,0.079,10.35,0.022,11.591972,0.7622156,1.1584790647664265,0.010415099478169,1.1138821837553914,0.0361246128338956,1.519619589904483,0.1078172795691458
G16169544045620,47.717899,0.315943,0.036118,0.230114,0.007038,Gaia DR3 3375566702332268928,95.716364,20.366613,,,,,,,,,,,5391.099,30.749,4.698,0.041,-0.01,0.022,-4.57081,0.06919,,11.227,0.2,11.407,0.019,13.109784,0.97441196,0.8986946358432475,0.0098758244583304,0.7956377563699544,0.0126989620998324,0.4782808418694715,0.0206226347575134
G16169637349874,31.813293,0.458623,0.050605,0.257916,0.009861,Gaia DR3 3375738775899487488,95.153315,20.327929,AstroSpectroSB1,314.8715328414416,0.7842938124967489,,,,,,,,4719.795,46.295,4.66,0.065,0.111,0.038,-4.62507,0.05601,0.10966,10.057,0.091,10.04,0.018,12.290676,1.2642832,0.7581872262260547,0.019781965425423,0.7111679321503515,0.0232137446960258,0.2262038978704381,0.0196135301862858
G16169640403644,149.369198,0.263187,0.011669,0.219834,0.002274,Gaia DR3 3375543097191314560,95.127453,20.170121,SB1,233.3469434370565,0.137733674504908,11.525392178482052,,,,,,,6504.873,13.118,4.157,0.016,-0.126,0.008,-4.38663,0.02701,,10.346,0.086,10.438,0.022,11.541557,0.63129616,1.299504000000006,0.0001502799999999,1.6168697779672443,0.0782219471152855,4.232134258471113,0.396017352388126
G16169650811874,27.433491,0.79132,0.067555,0.322743,0.013164,Gaia DR3 3375753688025933440,94.744558,20.460597,EclipsingBinary,1.2067453861236572,0.0,,,0.8680899143218994,0.015524816,0.8869796395301819,0.014064041,86.40105288739339,6042.967,32.677,3.931,0.046,-0.224,0.028,-3.89311,0.04234,0.06218,,,,,13.121125,0.99261475,1.1343454984447312,0.0397187822243403,1.8786368571710284,0.1320882228030227,4.302855358780303,0.6180213002418669
G16169682116362,87.646207,0.219545,0.065109,0.21133,0.012687,Gaia DR3 3375764550002207744,94.91664,20.73226,,,,,,,,,,,6059.445,32.34,4.316,0.045,0.113,0.027,-4.61963,,,,,,,11.413267,0.7530155,1.1375184727104004,0.0191381644278836,1.2211371771942237,0.0738513401033127,1.808171319850924,0.2224328675776481
G16169773006055,142.408929,0.26884,0.013149,0.220935,0.002562,Gaia DR3 3376984797452166144,93.242209,22.378272,SB1,4.421194987924257,0.04602606996261,42.53599370301706,,,,,,,6439.689,36.668,4.201,0.055,-0.203,0.033,-4.38705,0.03071,,11.207,0.155,11.339,0.02,12.590818,0.702528,1.1780852907587611,0.0211573404966925,1.4004587954640035,0.1059217098680255,3.0431023614534016,0.4487150651025682
G16169869121299,57.83285,0.459243,0.030536,0.258037,0.00595,Gaia DR3 3376879038177493888,93.249382,21.730698,SB1,0.2732857697830682,0.1032291959955814,18.82449624241597,,,,,,,6839.027,16.853,4.136,0.023,-0.098,0.013,-4.03006,0.03364,0.12568,10.668,0.092,10.728,0.02,12.264288,0.966444,1.3996158939014065,0.0001686789584016,1.6929445766427418,0.0160242185360533,5.66766060596662,0.0492312989251794
G16169914995931,265.49278,0.161409,0.007421,0.200002,0.001446,Gaia DR3 3376673468162065280,94.02367,21.53885,,,,,,,,,,,5968.986,16.994,4.447,0.021,0.141,0.01,-4.9074,0.0459,,9.645,0.048,9.667,0.021,10.967207,0.7712307,1.1192949714915406,0.0103762100730468,1.02743530737361,0.012236766802644,1.2118007477293418,0.0377089560287735
G16169969745203,40.457473,0.928822,0.038721,0.349537,0.007545,Gaia DR3 3376969644807551616,93.684476,22.197774,SB1,3.720937581274192,0.1797724804961342,53.59572362316891,,,,,,,7215.4,29.52,3.99,0.041,0.04,0.024,-3.66371,0.0192,0.04945,10.893,0.127,11.088,0.019,12.472045,0.85767937,1.6955504450813124,0.0260458446621696,2.1512939984620725,0.1218236655758429,11.471308039434115,1.2931761863481466
G16170019237296,67.94148,0.63596,0.022934,0.292471,0.004469,Gaia DR3 3374173930337412480,93.443923,19.865102,EclipsingBinary,0.9060682058334352,0.0,,,1.0066896677017212,,1.0294679403305054,2.6400605e-06,67.17762207217591,7273.35,18.25,3.956,0.025,-0.07,0.014,-3.83975,0.0171,0.07595,11.372,0.192,11.593,0.02,12.817465,0.6929045,1.6484041225705897,0.0255649493958239,2.207178206634191,0.0633828554017121,12.251121388315882,0.5838140278303623
G16170039046962,41.155426,0.232066,0.037993,0.21377,0.007403,Gaia DR3 3374274574307155456,93.625656,20.115257,Orbital,815.6539953546046,0.5319990678794931,,,,,,,,5732.21,28.0,4.298,0.039,-0.252,0.023,-4.67614,,,,,,,14.550037,0.9346056,0.8783870071753334,0.0102749005533509,1.0853205998851323,0.0509125591953251,1.1419454954989707,0.1110663220413503
G16170093804868,113.243496,0.472873,0.015356,0.260692,0.002992,Gaia DR3 3374235399908018304,94.372546,20.040585,AstroSpectroSB1,847.7248281722744,0.5720015294569932,,,,,,,,6929.411,11.099,4.129,0.014,0.005,0.007,-4.00641,0.01623,0.11554,10.345,0.075,10.562,0.022,11.735456,0.7212877,1.4993000000000076,0.00016762,1.6526773361043094,0.0878244742740366,5.635333556660267,0.6402879275152888
G16170185915922,26.341782,0.399606,0.058219,0.246416,0.011344,Gaia DR3 3375081061787961472,93.758865,20.704478,SB1,0.3174132066285857,0.1388253598904703,45.11014034361664,,,,,,,6495.83,22.95,3.875,0.033,0.043,0.02,-4.15021,0.08027,,10.962,0.153,11.166,0.018,12.824442,1.0106096,1.549398420335531,0.025449852356706,2.3346290779830907,0.0923267574851826,8.57407005492569,0.6882319299005948
