uid,CaIIHK_snr,SIndex,SIndexSigma,SIndexOri,SIndexOriSigma,source_id,ra,dec,type,period,eccentricity,K1,mass_ratio,f1,f1err,f2,f2err,inclination,teff,teff_err,logg,logg_err,feh,feh_err,logrRprimehk,logrRprimehkerr,logrRprimehkerrUniform,w3mag,w3magerr,kmag,kmagerr,Gmag,BpRp,iso_mass,iso_mass_err,iso_rad,iso_rad_err,iso_lum,iso_lum_err
G14072662738525,23.762123,0.931777,0.064793,0.350112,0.012625,Gaia DR3 2076174546502698368,295.3825,39.105833,SB1,0.5409989872231422,0.1241498466715433,64.0078367981026,,,,,,,7751.0,20.9,3.993,0.03,-0.127,0.018,-3.6543,0.0318,0.04892,,,,,11.740585,0.38187408,1.7448325936122102,0.0243614621616529,2.218250330385535,0.0909235348490257,16.217002637370168,1.202447685905227
G14072674000521,19.924977,0.515964,0.078002,0.269089,0.015199,Gaia DR3 2073159346339443328,295.42551,38.801521,,,,,,,,,,,7152.195,35.29,4.133,0.05,0.058,0.032,-3.94682,0.07589,0.09944,,,,,13.745257,0.6061106,1.546878432377035,0.0491459880936767,1.726247802724138,0.1253522503560254,7.001877434144678,1.1096004250716454
G14072675839329,34.348164,0.279541,0.044977,0.22302,0.008764,Gaia DR3 2076163482669446272,295.408785,38.912692,,,,,,,,,,,6530.72,22.11,4.197,0.031,0.125,0.018,-4.34524,0.10119,,,,,,12.014964,0.6648636,1.348790399032448,0.0241766074401846,1.505130607832011,0.0659607507200374,3.7394145094545896,0.3905912789318344
G14072681273371,25.64802,0.070233,0.060095,0.182235,0.01171,Gaia DR3 2052202822199313920,294.69363,38.905182,,,,,,,,,,,,,,,,,,,,11.375,0.125,11.434,0.025,12.625749,0.7303896,1.1390936365368642,0.0104788461564204,1.1731815684314248,0.058045198368563,1.8020883708472828,0.1865042829592741
G14072686006880,14.173264,0.773373,0.10965,0.319247,0.021366,Gaia DR3 2052152867444794880,294.81467,38.736172,,,,,,,,,,,6054.98,53.25,4.256,0.07,-0.18,0.051,-3.90152,0.0717,0.06458,12.199,0.245,12.326,0.023,13.626624,0.774765,1.0374892757429317,0.0316820234509479,1.21651887652837,0.1049807429578989,1.7898714425169326,0.3231460509989214
G14072686698141,13.382397,0.089389,0.115917,0.185968,0.022587,Gaia DR3 2052149839478722176,294.844083,38.701778,,,,,,,,,,,6199.34,29.49,4.238,0.042,0.306,0.026,-6.09099,,,10.576,0.074,10.602,0.018,11.845087,0.7466812,1.2992567447433954,0.0002604065643884,1.426337508178852,0.0568770432620665,2.723849882722001,0.1670227223146716
G14072689521356,26.556483,0.234735,0.058216,0.21429,0.011344,Gaia DR3 2052160941983437952,294.87598,38.888779,,,,,,,,,,,6300.825,24.575,3.942,0.035,0.156,0.021,-4.50602,,,11.626,0.179,11.53,0.02,12.976691,0.8764801,1.4971975583242532,0.0253996044725284,2.16838575833836,0.105697011103762,6.745443532094469,0.5590611529186398
G14072690265429,45.279717,0.118591,0.035271,0.191658,0.006873,Gaia DR3 2052162312063747200,294.98328,38.946789,,,,,,,,,,,5850.75,22.23,4.24,0.03,-0.081,0.018,-5.3684,,,10.379,0.057,10.71,0.02,12.086831,0.81344223,0.9986053204202024,0.0197404578673662,1.2422500219522024,0.0444144112959863,1.6252571164678966,0.1242643737299342
G14072693499885,122.788465,0.712169,0.01827,0.307321,0.00356,Gaia DR3 2052154035675898240,294.769643,38.78583,Orbital,688.58719967227,0.232704578445661,,,,,,,,7426.81,14.305,4.087,0.019,-0.136,0.011,-3.78151,0.01199,0.06629,8.965,0.027,9.345,0.02,10.06101,0.39484978,1.549605066527341,0.0002048394244829,1.826734442641799,0.0116678011945131,9.135223814712248,0.0432878210721696
G14072719716764,13.260148,0.197215,0.114971,0.206979,0.022403,Gaia DR3 2052140223060931456,295.305155,38.685715,,,,,,,,,,,6522.37,34.29,4.247,0.049,0.067,0.031,-4.57154,,,11.472,0.147,11.812,0.021,12.980654,0.71031284,1.2981861866753668,0.0252257466307234,1.3896423125684911,0.0844946153909849,3.149783933644764,0.4083258356542882
G14072723138634,30.826563,0.098638,0.050991,0.18777,0.009936,Gaia DR3 2076165204962230272,295.16235,38.854729,,,,,,,,,,,5638.655,24.675,4.36,0.034,0.016,0.021,-6.03142,,,11.051,0.099,10.985,0.018,12.578989,0.9147663,0.9392740319511782,0.0102495038333245,1.0500712999912318,0.0437336677210234,1.00378413850402,0.08852646259132
G14072724730184,10.880591,0.250969,0.137756,0.217453,0.026842,Gaia DR3 2076163933651931008,295.222905,38.812046,,,,,,,,,,,6129.35,44.28,4.361,0.059,0.089,0.042,-4.50665,,,,,,,15.135859,0.88234234,1.1566545236036485,0.0204662521009768,1.1579309703501213,0.0756999382983256,1.7055839216732658,0.2356428298252934
G14072726081048,54.550764,0.177788,0.028784,0.203193,0.005609,Gaia DR3 2052143727754535168,295.02963,38.745701,,,,,,,,,,,6183.55,23.405,3.793,0.032,0.239,0.018,-4.74603,,,10.345,0.054,10.317,0.018,11.59128,0.76623726,1.6429772628661268,0.0472210928050584,2.680267755349478,0.1553188023716005,9.442197133478086,1.2056140859098985
G14072727580615,71.602393,0.145419,0.022091,0.196886,0.004305,Gaia DR3 2052142387727192960,295.11877,38.677441,,,,,,,,,,,5839.06,18.77,4.363,0.024,0.086,0.013,-5.0661,,,9.749,0.039,9.801,0.018,11.585441,0.84140587,1.0395733579400346,0.0001475698596078,1.0854547014199438,0.0249447802158039,1.2402985992261994,0.0616509592804123
G14072795899752,36.416344,0.068532,0.043569,0.181904,0.00849,Gaia DR3 2073738067407389824,297.31897,40.46846,,,,,,,,,,,,,,,,,,,,10.879,0.225,11.464,0.018,12.984113,0.90126514,1.290707212048856,0.0736950688175752,1.6909632491104154,0.1151768205730659,2.944044089942809,0.4212253768274225
G14072796893938,23.370066,0.306291,0.066453,0.228233,0.012949,Gaia DR3 2073736589938613248,297.322708,40.39225,,,,,,,,,,,6473.015,56.71,4.387,0.091,0.024,0.058,-4.3026,,,,,,,13.825382,0.7880411,1.2474881837870526,0.0475391884644477,1.2393479174170967,0.0807774133693475,2.4324693945807065,0.3443516848453416
G14072802134648,27.088753,0.297602,0.056801,0.22654,0.011068,Gaia DR3 2073658490251157248,297.305833,40.061861,,,,,,,,,,,6328.235,59.15,4.222,0.091,0.058,0.059,-4.34982,,,11.409,0.199,11.651,0.02,12.855869,0.72008514,1.2436768112797636,0.0505494841948288,1.363268295908538,0.1619395130614468,2.693159605603152,0.6450931986369666
G14072804444948,18.14521,0.004904,0.08788,0.169506,0.017124,Gaia DR3 2073679552771384832,297.63474,40.101009,,,,,,,,,,,,,,,,,,,,11.152,0.118,11.264,0.018,12.896422,0.9565754,1.1179517535645562,0.030356104331702,1.5925204997695472,0.1039265256627926,2.345454412003876,0.3192027232400056
G14072809026618,12.708558,0.142357,0.120397,0.196289,0.02346,Gaia DR3 2073705906691776000,297.311583,40.106361,,,,,,,,,,,6549.63,50.91,4.147,0.069,0.056,0.05,-4.82382,,,,,,,13.681986,0.781662,1.3437448347799306,0.0511115572442982,1.5673085783718583,0.1564396778069222,4.03929755486533,0.8108857141377617
G14072809074914,32.031185,0.244933,0.04826,0.216277,0.009404,Gaia DR3 2073659005647264512,297.33826,40.088982,,,,,,,,,,,6375.82,29.92,4.05,0.042,-0.045,0.025,-4.45979,,,,,,,13.624101,0.8298292,1.3463789683578462,0.0487668023867219,1.7850845330273528,0.1167967545779393,4.70426438200934,0.6747273840478556
G14072811084373,25.313606,0.306711,0.061053,0.228315,0.011897,Gaia DR3 2073706387728126464,297.29053,40.162571,,,,,,,,,,,6536.52,33.62,4.284,0.048,-0.085,0.029,-4.2899,,,,,,,13.7728405,0.77617455,1.2471800867915053,0.0242909255033779,1.3265156207922355,0.0754768433532794,2.912394807330517,0.3312426398648143
G14072812257475,38.32824,0.278572,0.040569,0.222832,0.007905,Gaia DR3 2073661101591440000,297.40265,40.177391,,,,,,,,,,,6516.07,28.38,4.219,0.04,-0.038,0.023,-4.35011,0.09037,,11.996,0.303,11.101,0.02,12.3489065,0.70804214,1.249364912762174,0.0251294223400116,1.4036183516055216,0.0849595284631483,3.149857768815884,0.362287197427777
G14072817900899,36.136383,0.093157,0.04412,0.186702,0.008597,Gaia DR3 2073628150601645824,297.38165,39.59428,Orbital,701.5845421628173,0.2964240642787397,,,,,,,,5561.0,30.14,4.324,0.042,0.13,0.025,-6.46407,,,11.469,0.152,11.184,0.02,12.940252,0.9971266,0.9580193689273984,0.0100229941197494,1.09962717075045,0.0536788958502833,1.0411623320072088,0.1085458126225742
G14072819809118,13.798678,0.161096,0.112617,0.199941,0.021944,Gaia DR3 2073256275156494208,297.247875,39.579472,,,,,,,,,,,6086.815,32.96,4.161,0.047,-0.164,0.03,-4.86729,,,,,,,12.46685,0.8141384,1.076559008491759,0.0203125852409778,1.400020838369953,0.0831098028252576,2.42441844237484,0.30034174517205
G14072820355537,11.132113,0.345492,0.138359,0.235871,0.02696,Gaia DR3 2073630865020927488,297.315792,39.594528,,,,,,,,,,,6456.98,50.77,4.171,0.072,-0.021,0.051,-4.237,,,,,,,13.914029,0.75252247,1.294419195360802,0.0503093871727877,1.4849675249617451,0.1489819562598152,3.4538374586813565,0.6992745010942383
G14072824238288,17.290907,0.046154,0.089825,0.177544,0.017503,Gaia DR3 2073273072758979840,297.11014,39.75312,,,,,,,,,,,,,,,,,,,,,,,,13.958661,0.9831104,1.430053837681465,0.1035347512640855,2.220420635196186,0.2849016930682779,5.55404649134101,1.422126070969047
G14072826100389,32.985035,0.282163,0.046856,0.223531,0.00913,Gaia DR3 2073269602425405568,297.18781,39.70713,,,,,,,,,,,6600.57,27.27,4.018,0.039,0.025,0.023,-4.327,0.10359,,12.014,0.259,11.494,0.02,12.746589,0.75528145,1.4472074723700654,0.0254768624259252,1.93170969720408,0.1021851842056371,6.359565273114098,0.6356831539963426
G14072826207611,11.693571,0.133439,0.132477,0.194552,0.025814,Gaia DR3 2073645051286223360,297.2115,39.740278,,,,,,,,,,,5887.07,54.675,4.231,0.079,0.056,0.054,-5.15965,,,11.739,0.18,11.684,0.021,13.5146265,0.91547585,1.0590278072738497,0.030816667868026,1.2606504545858015,0.1246173556816584,1.7176261533877868,0.3538704604109425
G14072840086195,23.470268,0.392545,0.065663,0.24504,0.012795,Gaia DR3 2073636809255979520,297.60986,39.798248,,,,,,,,,,,6438.87,29.06,4.217,0.042,-0.077,0.026,-4.17002,0.09493,,,,,,13.383045,0.7069092,1.2456788375726209,0.0245262994505144,1.4399646920232525,0.0781357399092403,3.2502503948301973,0.3212219376434482
G14072844545253,35.014553,0.075773,0.044195,0.183315,0.008612,Gaia DR3 2073661445189070336,297.78198,39.872292,,,,,,,,,,,,,,,,,,,,,,,,13.739752,0.80863667,1.0183450062374215,0.0106607368392187,1.1570781353164612,0.0549941845601935,1.5251201333897997,0.146341137244049
G14072846008891,23.09587,0.229397,0.067409,0.21325,0.013135,Gaia DR3 2073637702609224704,297.728,39.792278,,,,,,,,,,,5935.69,32.53,4.326,0.046,-0.047,0.028,-4.62457,,,11.738,0.225,12.537,0.024,13.90675,0.83683586,1.0384448562436646,0.0104419699939172,1.138341755999864,0.0641303019722569,1.4474371333862923,0.1698750925709139
G14072846590875,48.222954,0.204309,0.032098,0.208361,0.006255,Gaia DR3 2073630349625021440,297.4761,39.68502,,,,,,,,,,,6452.85,27.01,4.027,0.038,0.135,0.022,-4.56328,0.12734,,,,,,12.8755665,0.75479984,1.4464027948105826,0.0259645070322872,1.8959090093902216,0.0975848665988454,5.548253675247413,0.5597816965706901
G14072847396848,27.557339,0.244722,0.055991,0.216236,0.01091,Gaia DR3 2073639798553170048,297.51816,39.80978,,,,,,,,,,,6549.23,34.54,4.198,0.049,0.048,0.03,-4.42279,,,,,,,13.793881,0.7568493,1.3470843829563144,0.0264416362247743,1.4923553463945043,0.0990897070656181,3.714382632375783,0.4672090079793694
G14072848449121,15.730754,0.088344,0.097079,0.185765,0.018916,Gaia DR3 2073644471477777024,297.32025,39.742361,,,,,,,,,,,6135.575,54.87,4.214,0.084,-0.04,0.054,-6.58503,,,12.281,0.319,11.915,0.018,13.403008,0.8540163,1.1336697674854177,0.0486822110381021,1.3461651232798255,0.15319875021854,2.310827679745896,0.5460144930108318
G14072848656591,11.727687,0.525713,0.132357,0.270989,0.025791,Gaia DR3 2073633957397514112,297.386208,39.72875,,,,,,,,,,,6652.09,81.25,4.208,0.128,-0.138,0.086,-3.98401,,0.10045,11.79,0.199,12.154,0.024,13.308288,0.7113781,1.2438527114784286,0.07560017660385,1.3697425496341733,0.1886296491063772,3.3133325890624588,0.9542353235684088
G14072849419084,25.483986,0.299317,0.082746,0.226874,0.016123,Gaia DR3 2073634507153389824,297.427417,39.781139,,,,,,,,,,,6142.2,36.39,4.427,0.049,-0.042,0.034,-4.39105,,,11.367,0.128,12.165,0.021,13.654621,0.8605375,1.0976262414052156,0.0199026224039616,1.0637324554832028,0.0508184820507907,1.4517289437007284,0.1473212983700157
G14072849869943,50.872826,0.313621,0.030591,0.229661,0.005961,Gaia DR3 2073633059737534464,297.4017,39.694084,,,,,,,,,,,6511.64,23.04,3.962,0.032,-0.036,0.019,-4.28165,0.05628,,10.542,0.069,10.684,0.018,11.967588,0.75031567,1.4481575135807412,0.0247227863211348,2.073081964363214,0.0957486466582108,6.999347540705985,0.6307221671486163
G14072851000671,27.46252,-0.056418,0.057008,0.157557,0.011108,Gaia DR3 2073642616052175360,297.63825,39.978639,,,,,,,,,,,,,,,,,,,,,,,,13.596567,1.1147814,1.3331973143955456,0.1851831699853945,2.5783576838354225,0.6099340144173282,5.297212655616572,2.731309715771782
G14072852143689,26.519852,-0.011297,0.060053,0.166349,0.011702,Gaia DR3 2073655260435843968,297.512375,40.020278,,,,,,,,,,,,,,,,,,,,10.878,0.086,11.904,0.02,13.630349,1.035224,1.1970796202481224,0.1038467774586322,1.6992364140127552,0.1772662216168229,2.864844380564933,0.6236971525940607
G14072853105651,11.876037,0.205415,0.130252,0.208577,0.02538,Gaia DR3 2073641207302486784,297.527625,39.887861,,,,,,,,,,,5758.095,67.73,4.438,0.108,-0.163,0.072,-4.76095,,,,,,,13.872633,0.9046049,0.9159898069846336,0.0301382533254352,0.9372494782751316,0.0911497268564993,0.8700452986806019,0.1797302065749529
G14072854448910,93.631455,0.114698,0.018789,0.1909,0.003661,Gaia DR3 2073655294795592192,297.546,39.997694,,,,,,,,,,,5993.68,22.08,4.222,0.028,0.11,0.015,-5.36294,,,10.386,0.066,9.978,0.018,11.280218,0.7717638,1.138097289066895,0.0106436483046589,1.3720311819984323,0.0512198927048174,2.1985711526210525,0.1816377153795855
G14072854523097,11.919524,0.083569,0.128916,0.184834,0.02512,Gaia DR3 2073643165807934848,297.54916,39.970631,,,,,,,,,,,,,,,,,,,,,,,,13.965755,1.001749,1.18928239318818,0.0893383845246764,2.206579886088628,0.2157027008230446,4.715873381595449,0.926548942037976
G14072860228640,27.495869,0.194078,0.056003,0.206368,0.010912,Gaia DR3 2073646631834185472,297.393617,39.829036,,,,,,,,,,,6262.69,30.16,4.069,0.043,0.142,0.025,-4.65175,,,11.526,0.136,11.438,0.018,12.72776,0.75964165,1.3968843944224298,0.0254076685913412,1.8019870101574955,0.0979761933813246,4.538353182725407,0.4335079731203308
G14072861172850,18.81128,0.07043,0.08451,0.182274,0.016467,Gaia DR3 2073653233211224960,297.489042,39.92325,Orbital,696.0314098025771,0.4047954926115317,,,,,,,,,,,,,,,,,,,,,12.791418,0.93895626,0.9998873126439984,0.0307949707339316,1.1013433879267014,0.1059991375729264,1.109061484001404,0.222987741439255
G14072862919567,20.953411,0.260479,0.078108,0.219306,0.01522,Gaia DR3 2073652649095618432,297.431125,39.876167,,,,,,,,,,,5103.73,33.42,4.538,0.047,0.358,0.028,-4.76493,,,10.242,0.059,10.306,0.018,12.228829,1.1061354,0.8982060749296719,0.0107937523870672,0.8413228150958123,0.0292653982704418,0.4328661855443438,0.0338174475211425
G14072915956323,25.75028,1.015126,0.079771,0.366353,0.015544,Gaia DR3 2073024621806809728,297.040908,38.897494,SB1,19.790312017732184,0.1861762222399128,18.260750819983794,,,,,,,7565.935,41.435,3.873,0.057,0.35,0.037,-3.61482,0.03585,0.04465,12.019,0.245,11.508,0.022,12.348092,0.48659515,2.091782030986364,0.0524103349293823,2.7645883218410674,0.2048902680171559,22.97027131190327,3.1626590997571427
G14072939205400,23.627533,0.747544,0.067248,0.314214,0.013104,Gaia DR3 2073626501334141952,297.379292,39.499972,,,,,,,,,,,6544.8,34.325,4.069,0.049,-0.344,0.031,-3.82554,0.04357,0.06474,11.404,0.169,12.0,0.023,13.185092,0.7094536,1.1991659661376932,0.0354690797198201,1.670211173947054,0.1124379469106502,4.571871641459379,0.6164454008678542
G14072940085564,31.475563,0.107741,0.050405,0.189544,0.009822,Gaia DR3 2073255343133988224,297.277375,39.536972,,,,,,,,,,,5877.86,36.205,3.91,0.05,0.321,0.032,-5.58557,,,10.576,0.083,10.854,0.018,12.26841,0.8696737,1.441002035963836,0.0745806922860072,2.1707405831175137,0.1735493988830567,5.0033634023123,0.7976988753275398
G14072967995862,19.05549,0.213089,0.080794,0.210072,0.015743,Gaia DR3 2073628494199128576,297.53336,39.58131,,,,,,,,,,,6374.49,34.31,4.195,0.045,-0.095,0.033,-4.55335,,,,,,,13.624922,0.74135685,1.1986021460753964,0.0345321890157092,1.429314665881223,0.097745620976676,2.9938066816098674,0.3979520076584792
G14072968115189,22.632902,0.402399,0.068199,0.24696,0.013289,Gaia DR3 2073628356760147328,297.50729,39.56686,,,,,,,,,,,6645.33,35.17,4.136,0.05,-0.164,0.031,-4.12274,0.09366,,12.302,0.303,12.704,0.021,13.831557,0.68498516,1.2934642256633675,0.0507941132725153,1.5757723247797064,0.1209890596675574,4.336598197236906,0.7305036648413696
G14072968878863,28.949411,0.246377,0.054314,0.216558,0.010583,Gaia DR3 2073440752598620160,297.55054,39.565659,,,,,,,,,,,5872.09,26.19,4.359,0.037,0.202,0.022,-4.59283,,,12.041,0.211,11.616,0.017,13.190963,0.90038776,1.0981344465376106,0.0196446828512025,1.1356085027571554,0.0518932488434711,1.3781824103560794,0.1296626746183721
G14072979495170,32.518227,0.441583,0.047632,0.254595,0.009281,Gaia DR3 2073442088314782592,297.809037,39.532742,SB1,3.6798352349742265,0.0393044642080275,63.91744027086437,,,,,,,6721.52,28.51,4.151,0.041,0.0,0.024,-4.06383,0.05599,,,,,,12.473513,0.66287327,1.3973497847151315,0.0247879066014385,1.6299296477195693,0.0898872832242418,4.939652159894891,0.5045154847525888
G14073014568931,74.161312,0.20436,0.02537,0.208371,0.004943,Gaia DR3 2076687782222710144,295.363417,41.088194,,,,,,,,,,,6407.897,21.632,4.169,0.029,0.21,0.016,-4.57427,0.09162,,9.748,0.038,9.779,0.018,10.855532,0.667593,1.3480908167776788,0.025144445166855,1.539155680850457,0.078391790239324,3.5837491462136324,0.3980040105324755
G14073033880977,19.462499,0.180679,0.084965,0.203757,0.016556,Gaia DR3 2076824568342258304,296.30975,41.230889,,,,,,,,,,,6249.827,58.937,3.947,0.091,0.125,0.058,-4.71178,,,11.569,0.137,11.675,0.014,13.036609,0.81983757,1.443826395899307,0.1017253896199253,2.020050217296212,0.2793930653234453,5.634673326897654,1.5839198165625574
G14073035651411,75.566471,0.30159,0.028923,0.227317,0.005636,Gaia DR3 2077020899884321664,296.192542,41.530167,,,,,,,,,,,6532.923,32.86,4.221,0.044,-0.046,0.028,-4.30028,0.05605,,10.772,0.078,10.837,0.018,11.925389,0.65288925,1.2491097351376597,0.0253174139844203,1.4016891789541583,0.0911077420552035,3.170613178556378,0.4534003357481506
G14073036847695,39.556744,-0.009809,0.039084,0.166639,0.007616,Gaia DR3 2077017979306469248,296.12164,41.428902,,,,,,,,,,,,,,,,,,,,11.778,0.17,11.733,0.02,13.473865,0.98859787,0.9540458464229912,0.0406649108534775,2.410216871633436,0.1433218897542571,5.055872247711623,0.640628629512312
G14073037674049,16.993263,0.400318,0.090661,0.246555,0.017666,Gaia DR3 2077016360093395200,296.237208,41.431472,,,,,,,,,,,6819.453,85.713,4.107,0.139,-0.07,0.09,-4.10299,,,,,,,13.5789585,0.7287102,1.387372758325388,0.1008188617191181,1.5557110894608126,0.2713251820468945,4.715046649947998,1.7104091436495985
G14073041240932,13.569335,0.230141,0.111983,0.213395,0.021821,Gaia DR3 2077006915470596736,296.134792,41.205222,,,,,,,,,,,6503.68,42.13,3.837,0.058,0.183,0.039,-4.47137,,,12.123,0.231,12.023,0.019,13.422438,0.83909416,1.644241719911807,0.0734758062492027,2.5150030436387247,0.2142186680768358,10.069547892614953,1.725003592669192
G14073043336847,23.242098,0.322898,0.067556,0.231469,0.013164,Gaia DR3 2077007568305578752,296.059333,41.214972,,,,,,,,,,,5640.64,32.21,4.574,0.046,0.101,0.028,-4.48477,,,11.192,0.114,11.699,0.017,13.318255,0.9430504,0.998683624143546,0.0105013146878257,0.9008321099559436,0.0223598719836888,0.7382041895229913,0.0453423193225665
G14073043796628,51.970093,0.281592,0.029989,0.22342,0.005843,Gaia DR3 2077017051593461504,296.106667,41.317222,,,,,,,,,,,6338.505,26.24,4.309,0.036,0.073,0.021,-4.38091,0.06595,,10.827,0.083,10.907,0.016,12.04766,0.69942284,1.2492825010969062,0.0001905708969247,1.3218366906983474,0.0509284816924488,2.564977829602236,0.1845290510651062
G14073045222308,47.943292,0.157868,0.043063,0.199312,0.008391,Gaia DR3 2077013203302815744,296.2285,41.270611,,,,,,,,,,,6537.84,39.987,4.244,0.058,-0.009,0.037,-4.73717,,,,,,,12.940637,0.6628895,1.295943392003671,0.0253962397047232,1.3804503536395456,0.1025400792912699,3.1480964184220133,0.4602065305923775
G14073045455348,27.766247,0.136296,0.060341,0.195108,0.011758,Gaia DR3 2077015814643065472,296.32306,41.432449,,,,,,,,,,,5693.46,31.18,4.501,0.044,-0.098,0.027,-5.19154,,,,,,,12.878018,0.8660784,0.9372200012467076,0.009770699475258,0.8936937778102471,0.037506080536526,0.7551886919705096,0.0674299116050698
G14073047229410,41.245426,0.100568,0.038333,0.188147,0.007469,Gaia DR3 2077013890497568640,296.173083,41.303917,AstroSpectroSB1,284.66923977713265,0.8013584061292403,,,,,,,,5844.34,31.39,4.1,0.044,0.233,0.026,-5.87926,,,10.628,0.065,10.6,0.014,12.089837,0.8639593,1.1931529737681257,0.0545473235584435,1.6005909930339683,0.1045624060513684,2.685040653990665,0.358249024482254
