wavelength_470712060,flux_470712060,wavlength_139202084,flux_139202084,wavelength_392605166,flux_392605166,wavelength_455405241,flux_455405241
7234.768,0.97648454,7218.9033,0.9853992,7211.3213,0.98383087,7212.153,0.9894107
7236.4346,0.9883251,7220.5664,0.9904867,7212.9824,0.99899393,7213.814,0.984902
7238.101,0.9782236,7222.2295,0.9974745,7214.6436,1.0032464,7215.475,0.98879296
7239.768,0.9885418,7223.893,1.0020534,7216.305,1.0048577,7217.1367,0.9886719
7241.4355,1.0008807,7225.557,0.99058676,7217.9673,1.0020236,7218.799,0.9884703
7243.1035,0.98824567,7227.2217,0.98952633,7219.63,0.99865806,7220.4614,0.98936105
7244.772,0.99123776,7228.8867,0.98886263,7221.293,1.0015072,7222.1245,0.9888021
7246.4404,0.9815259,7230.552,0.975621,7222.956,1.0026289,7223.7876,0.9813233
7248.1094,0.9850361,7232.2173,0.97731763,7224.6196,0.9930574,7225.451,0.98379546
7249.779,0.9644222,7233.8833,0.987167,7226.2837,0.9947351,7227.115,0.987601
7251.4487,0.96883863,7235.55,0.98009366,7227.948,0.99109674,7228.78,0.9899589
7253.119,0.96669674,7237.2163,0.9901939,7229.6133,0.9888464,7230.445,0.98062056
7254.7896,1.0015986,7238.8833,0.99419934,7231.2783,0.9856196,7232.11,0.9835278
7256.4604,0.9831602,7240.551,0.9785891,7232.944,0.98765004,7233.7754,0.9800411
7258.132,0.97682065,7242.2188,0.9931592,7234.61,0.99084026,7235.4414,0.98477405
7259.8037,0.98875237,7243.887,0.9897009,7236.2764,0.98777694,7237.108,0.9856187
7261.4756,0.9719436,7245.5557,0.9970297,7237.943,0.99569625,7238.7744,0.97956634
7263.1484,0.9857058,7247.2246,0.97696155,7239.61,0.9908232,7240.4414,0.9829518
7264.8213,0.9920699,7248.894,0.9836787,7241.2773,0.98596865,7242.109,0.9838488
7266.4946,0.9920067,7250.564,0.98169994,7242.9453,0.9907714,7243.777,0.9797394
7268.168,0.9791238,7252.2344,1.0003958,7244.614,0.996392,7245.4453,0.98742
7269.8423,0.9914776,7253.905,0.9861017,7246.282,0.9839402,7247.114,0.98388207
7271.5166,0.9758948,7255.5757,0.98141205,7247.951,0.9868358,7248.7827,0.98598725
7273.1914,0.97507524,7257.247,0.9830714,7249.6206,0.9896985,7250.452,0.98137295
7274.8667,0.97765285,7258.919,0.9866178,7251.2905,0.9997016,7252.122,0.9890143
7276.542,0.99126774,7260.591,0.99668956,7252.961,0.9991028,7253.7925,0.98768884
7278.2183,0.9938649,7262.2637,0.99790275,7254.6313,0.9887133,7255.463,0.9876891
7279.8945,0.9662761,7263.9365,0.9932157,7256.3022,0.98936075,7257.134,0.9883045
7281.5713,0.98193103,7265.61,0.98128515,7257.9736,0.9882735,7258.805,0.9848204
7283.248,0.97184694,7267.283,0.9840845,7259.6455,0.9954872,7260.477,0.9889194
7284.926,0.98541516,7268.9575,0.9895602,7261.3174,1.0046074,7262.149,0.99975705
7286.6035,0.9861054,7270.632,0.9798527,7262.99,0.9919127,7263.822,0.9950742
7288.282,0.9546895,7272.3066,0.9839804,7264.663,0.98501813,7265.4946,0.992834
7289.9604,0.9935011,7273.982,0.9943045,7266.3364,0.98607105,7267.168,0.98431814
7291.6396,0.9862947,7275.657,0.9934076,7268.01,0.9865515,7268.8413,0.98647517
7293.3193,0.98916215,7277.3335,0.98466945,7269.684,0.9891162,7270.5156,0.9855977
7294.999,0.97834057,7279.01,0.9714354,7271.3584,0.9910992,7272.19,0.98361087
7296.679,0.9808645,7280.6865,0.9967689,7273.033,0.9780207,7273.8647,0.9848225
7298.36,0.9839951,7282.3633,0.9925284,7274.7085,0.9927734,7275.54,0.9841659
7300.041,0.98696995,7284.041,0.9893748,7276.384,0.996674,7277.2153,0.9869642
7301.722,0.9847192,7285.7188,0.9867644,7278.06,0.9794063,7278.8916,0.98746747
7303.404,0.98664165,7287.3975,0.9892313,7279.7363,0.9823296,7280.568,0.9874277
7305.086,0.9828317,7289.0757,1.0014901,7281.413,1.0030577,7282.2446,0.98962927
7306.7686,0.98628116,7290.755,0.99913293,7283.09,1.0067161,7283.9214,0.9922258
7308.4517,0.98996323,7292.4346,1.0008991,7284.7676,0.9971091,7285.599,0.99209905
7310.135,1.0005088,7294.1143,0.99250954,7286.4453,1.0043,7287.277,0.9944847
7311.8184,0.9776619,7295.7944,0.9741304,7288.124,1.004327,7288.9556,0.98675495
7313.503,0.97122854,7297.475,0.9761285,7289.8022,1.0105222,7290.634,0.99947923
7315.187,0.98509306,7299.1562,0.9864174,7291.4814,1.0104293,7292.313,1.0016032
7316.872,0.99607354,7300.8374,0.9856217,7293.161,1.012188,7293.9927,1.002219
7318.557,0.999231,7302.519,0.9841202,7294.841,0.9955977,7295.6724,0.9938844
7320.243,0.9758002,7304.201,0.98950833,7296.521,0.9870268,7297.3525,0.9978068
7321.929,0.97388846,7305.884,0.9830425,7298.2017,0.99436826,7299.033,0.98842114
7323.615,0.988856,7307.567,0.99670976,7299.883,0.9967103,7300.7144,0.9796836
7325.3022,0.99122655,7309.25,1.0022873,7301.564,1.0022535,7302.3955,0.9938532
7326.9893,0.9939845,7310.9336,0.9940331,7303.2456,0.98942286,7304.077,0.9912283
7328.677,0.9890356,7312.618,0.98251563,7304.9277,0.9882402,7305.7593,0.9871665
7330.3647,0.9756823,7314.3022,0.98707145,7306.6104,0.989918,7307.442,0.99772495
7332.053,0.98547864,7315.9873,0.9799609,7308.2935,1.0001338,7309.125,0.98985535
7333.742,0.98110276,7317.6724,0.9939161,7309.9766,0.99116075,7310.808,0.99669975
7335.431,0.98013484,7319.3584,0.986981,7311.66,0.98975646,7312.4917,0.9947946
7337.1206,0.9805271,7321.0444,0.9897204,7313.3447,0.98839474,7314.1763,0.98363703
7338.8105,0.9869361,7322.7305,0.98996145,7315.029,0.9804384,7315.8604,0.99283636
7340.501,1.0121695,7324.4175,0.9875877,7316.714,0.99161935,7317.5454,0.9862123
7342.192,1.0117671,7326.1045,0.99967873,7318.399,0.9897051,7319.2305,0.9863173
7343.883,1.0028754,7327.792,0.9960644,7320.085,0.9880195,7320.9165,0.9890277
7345.574,0.985145,7329.48,0.9905628,7321.771,0.9898214,7322.6025,0.9970718
7347.266,0.9835044,7331.1685,0.98447245,7323.457,0.9897819,7324.2886,0.9921086
7348.9585,0.9841637,7332.8574,0.99001724,7325.144,0.99098396,7325.9756,0.98131543
7350.651,0.9565076,7334.5464,0.994019,7326.831,1.0006975,7327.6626,0.9916272
7352.344,0.9575624,7336.236,0.9932075,7328.5186,0.98652244,7329.35,0.9934622
7354.0376,0.9935194,7337.926,0.9980697,7330.2065,0.9854658,7331.038,0.9889801
7355.7314,0.99874836,7339.616,0.9916139,7331.895,0.9817966,7332.7266,0.9867177
7357.4253,0.96696955,7341.307,0.995338,7333.584,0.9792901,7334.4155,0.98204505
7359.12,0.98477834,7342.998,0.9965019,7335.273,0.98152125,7336.1045,0.9875772
7360.815,0.9766746,7344.6895,0.99846214,7336.9624,0.9911039,7337.794,0.9919411
7362.5103,0.9663164,7346.3813,1.0039725,7338.6523,1.0018958,7339.484,0.9934855
7364.206,0.9658056,7348.0737,0.97189057,7340.343,0.9906305,7341.1743,0.99513924
7365.9023,0.96021587,7349.766,0.9857082,7342.0337,0.988048,7342.865,0.99372953
7367.599,0.96567965,7351.4595,0.98958874,7343.7246,0.9899845,7344.556,0.99030757
7369.296,0.9746885,7353.153,0.99151313,7345.416,1.003274,7346.2476,0.9947847
7370.993,0.9667211,7354.8467,0.9841319,7347.108,0.9958564,7347.9395,0.9957917
7372.691,0.9869493,7356.5405,0.98858607,7348.8003,0.9933476,7349.632,0.98903334
7374.389,1.0068191,7358.2354,0.9749935,7350.4927,0.9915474,7351.324,0.9848784
7376.0874,0.9892142,7359.93,0.984575,7352.186,0.98601544,7353.0176,0.99043536
7377.7866,1.0030824,7361.6255,0.9852951,7353.8794,0.99257255,7354.711,0.98907435
7379.486,0.9912487,7363.3213,0.97369254,7355.573,0.9850401,7356.405,0.98367167
7381.1855,1.0017831,7365.0176,0.9977204,7357.267,0.9816854,7358.0986,0.98745817
7382.8853,0.9775948,7366.7144,0.98884445,7358.962,0.9780425,7359.7935,0.9894682
7384.586,0.9763812,7368.411,0.979796,7360.6567,0.9937401,7361.4883,0.98437786
7386.2866,0.9727014,7370.1084,1.0054733,7362.352,0.98885685,7363.1836,0.97798604
7387.988,0.9677415,7371.806,0.9891622,7364.048,0.98195404,7364.8794,0.9838475
7389.6895,0.9611588,7373.5044,0.9883887,7365.744,0.97928566,7366.5757,0.99103266
7391.3916,0.9638947,7375.2026,0.9891732,7367.441,0.9887163,7368.2725,0.9955769
7393.094,0.9634684,7376.902,0.98339057,7369.1377,0.98821455,7369.969,0.9878476
7394.797,0.9817778,7378.601,0.99732137,7370.835,0.987674,7371.6665,0.9853895
7396.5,0.96642554,7380.301,0.99637765,7372.5327,0.990238,7373.3643,0.98977345
7398.2036,0.9810139,7382.0005,0.9786654,7374.231,0.99266464,7375.0625,0.99465793
7399.9077,0.97538775,7383.701,0.9812332,7375.929,0.9923642,7376.7607,0.9980838
7401.612,0.9736163,7385.402,0.98045754,7377.6284,0.991834,7378.46,0.99069136
7403.317,0.9771929,7387.103,0.97386557,7379.3276,0.9902107,7380.159,1.0022674
7405.022,0.97841895,7388.8047,0.9685451,7381.0273,0.9862678,7381.859,0.9967324
7406.7275,0.9606739,7390.507,0.9675409,7382.727,0.9909172,7383.5586,0.9890901
7408.4336,0.9756557,7392.2095,0.971884,7384.4277,0.9920898,7385.2593,0.974505
7410.1396,0.9583783,7393.912,0.98361844,7386.1284,0.9789463,7386.96,0.9664004
7411.8467,0.9584587,7395.615,0.9876159,7387.8296,0.97776026,7388.661,0.9570613
7413.5537,0.9734722,7397.319,0.98450875,7389.5312,0.9689507,7390.363,0.96926105
7415.261,0.9789777,7399.023,0.9856009,7391.2334,0.9706786,7392.065,0.9743011
7416.969,0.98073775,7400.727,0.99184877,7392.936,0.9754349,7393.7676,0.98281014
7418.6772,0.97950417,7402.432,0.9875534,7394.6387,0.97953475,7395.47,0.97907466
7420.386,0.97906566,7404.137,0.97761333,7396.342,0.97911835,7397.1733,0.984509
7422.095,0.9710595,7405.843,0.97192264,7398.0454,0.9964231,7398.877,0.98286116
7423.8047,0.9439421,7407.549,0.9692189,7399.7495,0.99448526,7400.581,0.9841996
7425.5146,0.96371275,7409.255,0.9758698,7401.4536,0.9845506,7402.285,0.98779696
7427.2246,0.9771737,7410.962,0.9716147,7403.1587,0.98651624,7403.99,0.98703265
7428.9355,0.99352974,7412.669,0.96325964,7404.864,0.9890606,7405.6953,0.9797999
7430.6465,0.9964403,7414.3765,0.9758708,7406.5693,0.98304945,7407.401,0.98450917
7432.358,1.0121206,7416.0845,0.9714025,7408.2754,0.9780698,7409.107,0.9632967
7434.07,1.0113436,7417.7925,0.9653972,7409.9814,0.96854323,7410.813,0.96060437
7435.782,0.9830229,7419.5015,0.9774111,7411.6885,0.97112834,7412.52,0.97636414
7437.4946,0.99881846,7421.2104,0.96679556,7413.3955,0.964973,7414.227,0.97505546
7439.2075,1.0065345,7422.92,0.9800541,7415.103,0.9825483,7415.9346,0.9687156
7440.9214,0.9820737,7424.63,0.98493695,7416.811,0.9716475,7417.6426,0.9776771
7442.635,0.98848367,7426.34,0.9691274,7418.519,0.97282964,7419.3506,0.99063236
7444.349,0.9767238,7428.051,0.9895654,7420.228,0.9913703,7421.0596,0.9795398
7446.064,0.96276695,7429.7617,0.9963803,7421.937,0.9874307,7422.7686,0.97043544
7447.779,0.9671113,7431.473,0.9842449,7423.6465,0.97239304,7424.478,0.9596171
7449.494,0.9739861,7433.185,0.9951502,7425.3564,0.9759488,7426.188,0.9850001
7451.21,0.9846446,7434.8975,0.992041,7427.0664,0.9816664,7427.898,0.9937348
7452.9263,0.9909603,7436.61,0.9877156,7428.7773,0.9913259,7429.609,0.9948183
7454.6426,1.0002747,7438.3228,0.9965167,7430.4883,0.9867074,7431.32,0.9881529
7456.36,1.0044028,7440.0366,0.9847018,7432.1997,0.986192,7433.0312,0.99287933
7458.077,0.9966271,7441.75,0.9871743,7433.9116,0.99218565,7434.743,0.9958229
7459.795,0.99469733,7443.4644,0.98849773,7435.624,0.9884802,7436.4556,0.98644733
7461.513,0.9762104,7445.179,0.98143756,7437.3364,0.99540037,7438.168,0.99442065
7463.2314,0.9720603,7446.894,0.9861295,7439.0493,0.9868996,7439.881,0.98843807
7464.9507,0.9670208,7448.6094,0.9786369,7440.763,0.98291606,7441.5947,0.97417724
7466.67,0.9830825,7450.325,0.988586,7442.4766,0.9873198,7443.308,0.9818491
7468.3896,0.9865521,7452.0415,0.98158985,7444.191,0.9848431,7445.0225,0.9681434
7470.11,0.9863979,7453.758,0.9861658,7445.906,0.9797854,7446.7373,0.9695969
7471.8306,0.968868,7455.475,1.0017543,7447.6206,0.9790183,7448.452,0.97806233
7473.5513,0.97957665,7457.1924,0.99273574,7449.336,0.9736244,7450.1675,0.98229903
7475.273,0.9729103,7458.91,0.9935461,7451.052,0.9861667,7451.8833,0.99207723
7476.9946,0.97641873,7460.6284,0.9941562,7452.768,0.9915953,7453.5996,0.98586226
7478.717,0.98935515,7462.3467,0.98868406,7454.4844,0.9988599,7455.316,0.9953119
7480.439,0.978743,7464.066,0.9835748,7456.2017,0.987115,7457.033,0.9968088
7482.162,0.9777349,7465.785,0.9998885,7457.919,0.9985623,7458.7505,0.9935947
7483.8853,0.9773291,7467.505,0.9958607,7459.6367,0.9928589,7460.4683,0.9843674
7485.609,0.99508923,7469.225,0.9959223,7461.355,0.98468894,7462.1865,0.9761229
7487.333,0.9889072,7470.946,0.9997471,7463.073,0.9834282,7463.905,0.97295743
7489.0576,0.98221207,7472.6665,0.99143535,7464.7925,0.97471887,7465.624,0.98519766
7490.7827,0.97643095,7474.388,0.9939209,7466.5117,0.98414665,7467.3433,0.9900841
7492.508,0.9709328,7476.11,0.9976226,7468.2314,0.9860094,7469.063,0.9924309
7494.2334,0.96172255,7477.832,0.9842377,7469.9517,0.9890289,7470.783,0.99157244
7495.9595,0.9502806,7479.554,0.98806024,7471.6724,0.9897323,7472.504,0.9888419
7497.686,0.9604978,7481.2773,1.0025665,7473.393,0.9889679,7474.2246,0.9865175
7499.413,0.9768584,7483.0005,0.9896325,7475.1147,0.9905754,7475.9463,0.9891942
7501.1406,0.9880403,7484.724,0.9974115,7476.8364,0.99574184,7477.668,0.9879484
7502.868,0.9869565,7486.448,0.9848271,7478.5586,0.99224204,7479.39,0.9897224
7504.596,0.97894067,7488.173,0.9860644,7480.281,0.99094206,7481.1123,0.98568547
7506.3247,0.97578335,7489.898,0.98470426,7482.004,0.99272054,7482.8354,0.9830278
7508.0537,0.9749658,7491.623,0.98676276,7483.727,0.99132353,7484.5586,0.9908758
7509.7827,0.94764423,7493.3486,0.98773015,7485.4507,0.9946956,7486.282,0.9888168
7511.5127,0.95432913,7495.0747,0.9796601,7487.175,0.99466836,7488.0063,0.9924902
7513.2427,0.94902587,7496.8013,0.97454506,7488.8994,0.9930185,7489.731,0.9876924
7514.973,0.9764689,7498.5283,0.9817464,7490.6245,0.9867527,7491.456,0.98369277
7516.704,0.98063993,7500.256,0.98513377,7492.3496,0.98462826,7493.181,0.9704838
7518.435,0.9999563,7501.9834,0.9907076,7494.075,0.9742744,7494.9067,0.96042526
7520.167,0.99864334,7503.7114,0.99666125,7495.8013,0.9706209,7496.633,0.9675846
7521.899,0.9880572,7505.44,0.99030757,7497.528,0.98261654,7498.3594,0.98256135
7523.6313,0.9718906,7507.169,0.9799516,7499.255,0.9893199,7500.0864,0.9923568
7525.3643,0.9690495,7508.898,0.97925335,7500.9824,0.9980721,7501.814,0.9863077
7527.0977,0.97785646,7510.628,0.9762241,7502.71,0.99655455,7503.5415,0.9931292
7528.831,0.9777483,7512.358,0.9782917,7504.438,0.99557364,7505.2695,0.9814198
7530.5654,0.980662,7514.0884,0.98311436,7506.1665,0.9825215,7506.998,0.982183
7532.3,0.9729015,7515.8193,0.9842774,7507.8955,0.9806268,7508.727,0.9812379
7534.0347,0.97732973,7517.5503,0.97925925,7509.6245,0.98072356,7510.456,0.96671027
7535.77,0.98521614,7519.282,0.97992384,7511.3545,0.97503084,7512.186,0.96545327
7537.5054,1.0018779,7521.014,0.9840216,7513.0845,0.969304,7513.916,0.9720673
7539.2417,1.009068,7522.7466,0.98367715,7514.815,0.98366594,7515.6465,0.99099785
7540.978,1.0075015,7524.4795,0.9813354,7516.546,0.98409295,7517.3774,0.98778665
7542.715,1.0051187,7526.213,0.98426676,7518.277,0.9854428,7519.1084,0.9869583
7544.452,0.9982531,7527.9463,0.9881902,7520.009,0.99269915,7520.8403,0.9856128
7546.19,0.9974076,7529.6807,0.983183,7521.7407,0.982573,7522.5723,0.9738374
7547.9277,0.99951726,7531.415,0.98542327,7523.473,0.9934531,7524.3047,0.96736944
7549.6665,1.0021596,7533.15,0.986874,7525.206,0.98009217,7526.0376,0.97881246
7551.4053,0.9873063,7534.8853,0.9848335,7526.9395,0.9902699,7527.771,0.9844371
7553.1445,0.9772992,7536.6206,0.98374784,7528.673,0.987227,7529.5044,0.98009413
7554.8843,0.988639,7538.357,1.0004784,7530.407,0.9867376,7531.239,0.9737096
7556.624,0.98745453,7540.0933,0.9933408,7532.1416,0.97642046,7532.973,0.9689175
7558.3647,0.9792656,7541.83,0.9953458,7533.8765,0.9793028,7534.708,0.9799118
7560.1055,0.9998994,7543.5674,0.99339104,7535.612,0.98827076,7536.4434,0.9881639
7561.8467,0.99409425,7545.305,0.99036807,7537.347,0.9898159,7538.1787,0.9873604
7563.5884,0.99466074,7547.043,0.98776406,7539.0835,0.9852029,7539.915,0.98788136
7565.3306,0.9983421,7548.7817,0.9864213,7540.82,0.9913883,7541.6514,0.9841434
7567.073,0.99394953,7550.5205,0.98234844,7542.5566,0.99258536,7543.388,0.99372673
7568.816,0.98752564,7552.26,0.98395735,7544.294,0.992947,7545.1255,0.98260546
7570.559,0.9880051,7553.9995,0.9865461,7546.0317,0.9895534,7546.8633,0.9866028
7572.3027,0.983332,7555.7393,0.98378533,7547.7695,0.9868356,7548.601,0.98066586
7574.047,0.9866703,7557.48,0.99282247,7549.5083,0.9835494,7550.34,0.9894815
7575.7915,0.99708456,7559.2207,0.98759454,7551.247,0.99856067,7552.0786,0.9818787
7577.536,0.97470796,7560.962,0.98351353,7552.9863,0.986753,7553.818,0.9799641
7579.2817,0.9767835,7562.7036,0.9832385,7554.726,0.98739755,7555.5576,0.97262675
7581.0273,0.9906687,7564.446,0.9936347,7556.466,0.9813389,7557.2974,0.97284967
7582.7734,0.9994812,7566.1885,0.98760676,7558.2065,0.98373365,7559.038,0.97868633
7584.52,0.97383267,7567.931,0.99892783,7559.9473,0.9894865,7560.779,0.9879786
7586.2666,0.9763711,7569.6743,0.99837166,7561.6885,0.98736984,7562.52,0.9836117
7588.014,0.9787995,7571.418,0.9876252,7563.43,0.9893697,7564.2617,0.9821644
7589.7617,1.0067127,7573.162,0.988138,7565.1724,0.9912823,7566.004,0.9829901
7591.51,1.0169601,7574.9067,0.99069315,7566.915,0.98849773,7567.7466,0.9837571
7593.2583,0.98137254,7576.6514,0.98229074,7568.6577,0.98645824,7569.4893,0.9841119
7595.0073,0.9832607,7578.397,0.977026,7570.401,0.98775744,7571.2324,0.9841758
7596.7563,1.0161197,7580.1426,0.98385674,7572.1445,0.98755425,7572.976,0.9820261
7598.5063,0.96281254,7581.8887,0.9824215,7573.8887,0.9924103,7574.72,0.9837942
7600.2563,0.9392024,7583.6353,0.98828197,7575.6333,0.98914653,7576.465,0.98183906
7602.007,0.9706504,7585.382,0.9975757,7577.378,0.9920745,7578.2095,0.9853995
7603.758,0.95030034,7587.1294,0.9918513,7579.1235,0.9836267,7579.955,0.9839384
7605.5093,0.97082084,7588.877,0.9893559,7580.869,0.98434573,7581.7007,0.98616564
7607.2607,0.9467221,7590.625,0.98525417,7582.615,0.9889929,7583.447,0.9797788
7609.013,0.94152814,7592.3735,0.9814989,7584.362,0.9987062,7585.1934,0.9908625
7610.7656,0.99776405,7594.1226,0.97920793,7586.1084,0.99031585,7586.94,0.994266
7612.5186,0.9571815,7595.8716,0.9665511,7587.856,0.98120415,7588.6875,0.98918015
7614.272,0.9830361,7597.6216,0.97230905,7589.6035,0.97106904,7590.435,0.98748094
7616.0254,0.9624743,7599.3716,0.99541926,7591.3516,0.96707016,7592.183,0.97546864
7617.78,0.9680724,7601.122,0.9915322,7593.1,0.97454613,7593.9316,0.96984035
7619.534,0.9646251,7602.873,0.99799013,7594.849,0.99216735,7595.6807,0.9699284
7621.289,0.97390896,7604.6245,0.9889008,7596.598,0.993317,7597.4297,0.97441864
7623.0444,0.9937535,7606.376,1.0044777,7598.348,0.98849213,7599.1797,0.99379885
7624.8003,0.965611,7608.1284,0.99137425,7600.098,0.9995576,7600.9297,0.9978789
7626.5566,0.9371817,7609.881,0.9950978,7601.8486,1.01435,7602.68,0.9880081
7628.313,0.9760611,7611.634,1.0057467,7603.5996,1.011077,7604.431,0.9935979
7630.07,0.9541602,7613.387,0.96876395,7605.351,0.9947101,7606.1826,1.0000921
7631.8276,0.95773613,7615.1406,0.9827961,7607.1025,1.0081533,7607.934,1.0001556
7633.585,0.956804,7616.895,1.0053018,7608.855,1.0200516,7609.6865,1.0046061
7635.3433,0.96493095,7618.6494,1.0004772,7610.6074,0.99835443,7611.439,1.0162386
7637.102,0.980933,7620.4043,1.0017357,7612.3604,0.9931055,7613.192,1.0106097
7638.861,0.96751773,7622.1597,0.97528064,7614.114,1.0092301,7614.9453,1.0186306
7640.6206,0.9869661,7623.9155,0.9824237,7615.867,1.0071975,7616.6987,1.0104707
7642.3804,0.9653591,7625.672,0.97588766,7617.6216,0.9925232,7618.453,1.0154324
7644.1406,0.97224563,7627.428,0.97195274,7619.376,0.9912061,7620.2075,1.0166298
7645.901,0.9569282,7629.185,0.97627366,7621.131,0.9813091,7621.9624,0.9856616
7647.662,0.96726096,7630.943,0.9764617,7622.886,0.99543035,7623.718,0.97986126
7649.4233,0.9643801,7632.7,0.9708091,7624.642,0.97134835,7625.4736,0.98540926
7651.1855,0.97101927,7634.4585,0.9801164,7626.3984,0.99482185,7627.23,0.98181194
7652.9478,0.9692396,7636.2173,0.9726421,7628.155,0.98161733,7628.9863,0.99319625
7654.7104,0.9638838,7637.976,0.98023266,7629.9116,0.98371416,7630.743,0.99086964
7656.473,0.9675372,7639.736,0.9914617,7631.6694,1.0018914,7632.501,0.9949572
7658.237,0.9841862,7641.4956,0.9859935,7633.427,0.97446,7634.2583,0.9855256
7660.0005,0.9763986,7643.256,0.9753309,7635.185,0.99734026,7636.0166,1.0032845
7661.7646,0.97276723,7645.016,0.9744827,7636.944,0.9779229,7637.7754,0.9791884
7663.53,0.9817893,7646.7773,0.9699095,7638.7026,0.9795254,7639.534,1.0065352
7665.2944,0.9871386,7648.5386,0.972358,7640.4624,0.99622774,7641.294,0.98076904
7667.06,1.0015506,7650.301,0.9797235,7642.222,0.97454935,7643.0537,0.99686617
7668.826,0.9920393,7652.063,0.97557974,7643.9824,0.99137276,7644.814,0.99859077
7670.5923,0.96616215,7653.8257,0.9831679,7645.7427,0.9876405,7646.574,0.97616875
7672.359,0.9687922,7655.5884,0.9863473,7647.504,0.9718421,7648.3354,1.002161
7674.126,0.9834241,7657.352,0.98980147,7649.265,1.0018091,7650.0967,0.9926822
7675.8936,0.9814638,7659.1157,0.9966694,7651.0273,0.98382324,7651.859,0.98683524
7677.6616,0.9796542,7660.88,0.9896173,7652.7896,0.98684496,7653.621,1.0099784
7679.43,0.9810223,7662.645,0.98776925,7654.5522,1.007729,7655.384,0.98493314
7681.1987,0.9705949,7664.4097,1.0155953,7656.315,0.9988902,7657.1465,0.9990302
7682.968,0.9768752,7666.1753,1.0039364,7658.0786,1.0096648,7658.91,1.0137529
7684.7373,0.98982006,7667.9414,0.9740783,7659.8423,1.0151358,7660.674,1.0002522
7686.5073,0.9837413,7669.7075,0.96570593,7661.6064,1.0010813,7662.438,1.0077254
7688.278,0.9691989,7671.474,0.97117996,7663.3716,1.016202,7664.203,1.0161896
7690.0483,0.98768985,7673.241,0.9818301,7665.136,1.0093452,7665.968,0.9933038
7691.82,0.9956244,7675.009,0.9717309,7666.902,0.97897667,7667.7334,1.0011517
7693.5913,0.9829838,7676.777,0.9664124,7668.668,0.976663,7669.4995,0.99605644
7695.3633,0.9688651,7678.5454,0.9748046,7670.434,0.9910004,7671.2656,0.9825382
7697.1357,0.96650493,7680.314,0.9957066,7672.2007,0.9873846,7673.032,0.9877353
7698.9087,0.99837637,7682.083,0.9839434,7673.968,0.97938734,7674.7993,0.98764986
7700.6816,0.99136335,7683.8525,0.9795074,7675.7354,0.9901189,7676.567,0.98182
7702.4556,0.99333876,7685.6226,0.98706365,7677.5034,0.9889497,7678.335,0.9744939
7704.2295,0.9879816,7687.393,0.97922045,7679.272,0.9934699,7680.1035,0.9862867
7706.004,1.0121968,7689.1636,0.9860731,7681.0405,0.99297565,7681.872,0.98481023
7707.779,1.0080482,7690.935,0.99480826,7682.8096,0.98143125,7683.641,0.9822939
7709.554,0.99322253,7692.7065,0.992816,7684.579,0.989543,7685.4106,0.9794404
7711.3296,0.9896478,7694.4785,0.9763412,7686.349,0.9823851,7687.1807,0.9875964
7713.106,1.0065086,7696.251,0.96910703,7688.1196,0.9917139,7688.951,0.9829132
7714.8823,0.986567,7698.024,0.9930092,7689.89,0.99414647,7690.7217,0.9830095
7716.659,1.003245,7699.797,0.9936245,7691.6616,0.9963465,7692.493,0.9982061
7718.4365,0.98667556,7701.571,0.98145956,7693.433,0.98534757,7694.2646,0.999217
7720.2144,0.98695475,7703.3447,0.9741515,7695.205,0.98135215,7696.0366,0.9841628
7721.9927,0.98371416,7705.119,0.9795373,7696.9775,0.99834085,7697.809,0.9867666
7723.771,0.9853986,7706.894,0.98391014,7698.7505,1.0020343,7699.582,0.99928445
7725.55,0.98450834,7708.6694,0.98252594,7700.5234,0.9834945,7701.355,0.99572295
7727.3296,0.9930726,7710.445,0.993341,7702.2974,0.97647655,7703.129,0.9986764
7729.1094,0.9890547,7712.221,1.0074077,7704.0713,0.9845054,7704.903,0.989055
7730.889,0.9719929,7713.9976,1.0020835,7705.8457,0.9912396,7706.6772,0.9899063
7732.67,0.9983586,7715.7744,1.0067667,7707.6206,0.987425,7708.452,0.9925845
7734.451,0.979494,7717.552,0.99121106,7709.396,0.9914836,7710.2275,0.99055177
7736.2324,0.9910941,7719.3296,0.97962046,7711.1714,0.9892564,7712.003,0.9921459
7738.014,0.97973096,7721.108,0.98491806,7712.9478,1.0053749,7713.7793,0.9943428
7739.7964,0.9740803,7722.886,0.9823531,7714.724,0.99585456,7715.5557,0.9935321
7741.579,0.97901833,7724.665,0.9876151,7716.501,0.9959677,7717.3325,0.99872726
7743.3623,0.96617717,7726.445,0.9713516,7718.2783,0.983204,7719.11,0.9901628
7745.1455,0.96330494,7728.2246,0.98507416,7720.056,0.9848587,7720.8877,0.9838216
7746.9297,0.9744622,7730.0044,0.9875387,7721.8345,0.98902345,7722.666,0.9841893
7748.714,0.94445676,7731.785,0.99785966,7723.613,0.98373425,7724.4443,0.98478657
7750.4985,0.9456657,7733.5664,0.9849555,7725.3916,0.98775923,7726.223,0.97828466
7752.2837,0.9853589,7735.3477,0.99752265,7727.1714,0.9892614,7728.003,0.9807354
7754.0693,0.99197465,7737.1294,1.0039234,7728.951,0.9870673,7729.7827,0.986083
7755.855,0.9961915,7738.9116,0.9908299,7730.731,0.9886736,7731.5625,0.9921081
7757.6416,0.9784316,7740.6943,0.9813234,7732.5117,0.99225175,7733.3433,0.9960791
